"% of prey species (in rows) in the diet of predator species (in col)"
"Time","Prey","AtlanticHerring in [0.000000, 4.000000[","AtlanticHerring in [4.000000, 16.700001[","AtlanticHerring in [16.700001, inf[","AtlanticMackerel in [0.000000, 1.700000[","AtlanticMackerel in [1.700000, 28.700001[","AtlanticMackerel in [28.700001, inf[","BlackSeaBass in [0.000000, 2.800000[","BlackSeaBass in [2.800000, 19.100000[","BlackSeaBass in [19.100000, inf[","Scup in [0.000000, 1.000000[","Scup in [1.000000, 15.500000[","Scup in [15.500000, inf[","SpinyDogfish in [0.000000, 80.900002[","SpinyDogfish in [80.900002, inf[","StripedBass in [0.000000, 5.000000[","StripedBass in [5.000000, 50.000000[","StripedBass in [50.000000, inf[","Goosefish in [0.000000, 5.000000[","Goosefish in [5.000000, 46.500000[","Goosefish in [46.500000, inf[","WinterFlounder in [0.000000, 0.780000[","WinterFlounder in [0.780000, 26.799999[","WinterFlounder in [26.799999, inf[","Squids in [0.000000, 1.900000[","Squids in [1.900000, 15.000000[","Squids in [15.000000, inf[","Flounders in [0.000000, 1.600000[","Flounders in [1.600000, 35.000000[","Flounders in [35.000000, inf[","SkateRays in [0.000000, 37.500000[","SkateRays in [37.500000, inf[","Hakes in [0.000000, 2.100000[","Hakes in [2.100000, 23.200001[","Hakes in [23.200001, inf[","Benthopelagics in [0.000000, 2.000000[","Benthopelagics in [2.000000, 4.000000[","Benthopelagics in [4.000000, inf[","MiscellaneousDemersals in [0.000000, 2.200000[","MiscellaneousDemersals in [2.200000, 17.500000[","MiscellaneousDemersals in [17.500000, inf[","ShallowDemersal in [0.000000, 2.300000[","ShallowDemersal in [2.300000, 22.100000[","ShallowDemersal in [22.100000, inf[","WhitePerch in [0.000000, 1.750000[","WhitePerch in [1.750000, 14.250000[","WhitePerch in [14.250000, inf[","AtlanticTomcod in [0.000000, 1.900000[","AtlanticTomcod in [1.900000, 15.000000[","AtlanticTomcod in [15.000000, inf["
1.0,"AtlanticHerring in [0.000000, 4.000000[",0.30167887,0.0047722966,0.43690577,0.0,0.013599204,2.2983923,0.0,0.0,0.0,0.0,0.0686611,0.015330721,0.37814432,0.29780966,0.0,0.24596648,0.0,0.34026185,0.0,0.0,NaN,0.0,0.0,0.1543472,0.7817605,0.11383931,NaN,2.5239358,0.0,0.0,0.0,0.0,0.007892399,0.0,0.51905936,5.528907,0.115079604,0.37786937,0.44610012,0.0,0.0,0.45822507,2.1391444,0.0,0.21630143,0.6752478,NaN,0.0011537522,0.0
1.0,"AtlanticHerring in [4.000000, 16.700001[",0.0,0.0,0.19002771,0.0,0.0012098876,9.522852,0.0,4.1494248E-4,9.556583,0.0,6.7341677E-4,7.250768,1.6202352,1.8591669,0.0,10.322047,10.553387,0.0,6.6340475,4.8260455,NaN,0.01724259,6.3336625,0.0,0.16045396,6.3600917,NaN,0.02258715,19.526669,1.5827514,3.5955763,0.0,0.015779685,15.441495,0.0,0.0,0.0,0.0,5.7764293E-4,6.3692937,0.0,2.1461488E-4,7.1034207,0.0,2.2566193E-4,2.4084108,NaN,0.010775193,0.63286245
1.0,"AtlanticHerring in [16.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1799586,0.0,0.0,0.0046972404,0.48098233,1.9863795,0.0,5.4957743,17.805603,0.0,4.8667445,10.003376,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,13.217036,0.03131853,3.2115133,0.0,0.0,14.192968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [0.000000, 1.700000[",7.4421505E-9,0.033069305,0.0,0.004230833,0.0022337167,0.0,0.093238614,0.0055265906,0.0,0.0055025932,0.0,0.0,0.049343668,0.055277105,0.0,0.0,0.0,0.13662314,0.0,0.0,NaN,0.0,0.0,0.24941109,0.79157746,0.0,NaN,0.0,0.0,0.0,0.0,0.009414098,0.0,0.0,0.0049502817,0.0,0.06413112,0.061316915,0.010062991,0.0,0.11557267,0.18058196,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [1.700000, 28.700001[",0.0,0.061160043,2.1377563,0.0,1.442321E-6,1.1335832,0.0,0.029045355,1.4152128,0.0,4.715447E-5,1.0008799,1.4760454,1.9409266,0.0,1.4011825,2.7451985,0.0,1.1498213,2.9677436,NaN,0.03426027,2.312488,0.0,2.6740806,1.4747069,NaN,0.5951205,1.6517276,1.1134108,2.1042507,0.0,0.002082102,1.5602063,0.0,0.0,0.0,0.0,0.3434718,0.7385496,0.0,2.492218E-4,3.1966672,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [28.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05240363,0.5021183,0.0,0.0,0.763076,0.0,0.0050170757,2.6079,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.005393772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [0.000000, 2.800000[",4.3958453E-6,0.033875022,0.53471303,0.0,0.0014436273,0.42696136,0.0025385176,0.070205435,8.07292E-4,6.7752897E-4,1.1424389E-4,0.0,0.011355648,0.01362063,0.0,9.4961784E-8,0.0,0.0028605994,0.0,0.0,NaN,0.018250126,0.0,0.0054417443,3.6970627,0.0,NaN,0.006707713,0.0,0.0,0.0,0.0021234753,0.0021408242,0.0,2.8273222E-4,3.8543344E-6,0.009745476,8.170167E-4,2.919128E-5,0.0,0.002009627,0.011223725,0.85319555,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [2.800000, 19.100000[",0.0,0.0,0.33903974,0.0,3.3869337E-6,0.5345956,0.0,0.0063920105,0.16041572,0.0,6.9358384E-7,0.45625615,0.016226709,0.018796656,0.0,0.06591062,0.07263324,0.0,0.04978116,0.013564961,NaN,0.03261568,0.91135836,0.0,0.83197904,0.47950453,NaN,0.027413609,0.620512,0.021471037,0.03280426,0.0,0.031778034,0.50918585,0.0,0.0,0.0,0.0,6.9492223E-4,0.8562385,0.0,1.13374546E-4,0.9139626,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [19.100000, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10802402,0.0,0.0,0.0,0.00103316,0.02027395,0.0,8.3094893E-4,0.282257,0.0,0.10689202,0.32659,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.3984814,0.0,0.0013430357,0.0,0.0,0.49945262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"Scup in [0.000000, 1.000000[",2.290525E-8,0.0062369294,0.0,0.006327374,0.021665774,0.0,0.07734244,0.0021630493,0.0,0.1796167,8.316577E-4,0.0,0.0023869134,0.002746657,0.0,0.0,0.0,0.07511335,0.0,0.0,NaN,1.5301728E-8,0.0,0.0130421305,0.54984385,0.0,NaN,2.0822445E-10,0.0,0.0,0.0,0.005405269,0.012803045,0.0,0.0057456344,0.0016710749,0.02271139,0.0017733094,0.001321647,0.0,0.0025386272,0.04287099,0.0,0.0,0.0,0.0,NaN,0.0,0.0
