"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,1836.5564,5668.0547,335.30997,2269.1797,23737.264,450.3457,858.5684,2422.0544,389589.72,6206.219,18323.44,3527.8037,5000.8545,12640.1875,12867.646,0.82241255,0.6360574
2.0,3026.122,21632.805,1060.6003,2383.5352,25681.371,507.31897,1071.6508,3895.5715,945616.3,7423.485,21239.438,4763.416,2646.24,31308.139,14643.278,1.5341773,1.6741493
3.0,4142.3887,25041.838,2626.3728,2429.0164,28718.525,572.9201,1087.4562,4439.6704,891920.7,9033.784,23989.012,5915.4243,1894.5573,28969.652,11740.999,1.4868705,2.4402149
4.0,4747.2573,24908.004,4506.2603,2382.247,32875.59,627.58844,1099.0227,4342.3984,919170.44,10757.765,26561.643,7184.011,2652.6497,24778.652,7194.6187,1.4088187,0.4348844
5.0,5018.8257,24995.951,6151.048,2279.0168,38198.984,656.1009,844.22675,3996.0454,917299.94,12296.8125,28784.438,9232.999,2664.5996,20223.96,5892.259,1.5434046,0.53184515
6.0,4943.666,25617.672,8554.97,2159.4578,44838.98,659.0131,605.45996,3634.69,913652.75,13332.647,30591.898,11569.447,1789.4487,15304.131,5287.5947,1.578412,0.24948335
7.0,4970.5576,25370.885,13262.336,2006.7773,52741.4,635.1857,700.72064,3195.4363,904976.4,13463.518,31798.34,11667.431,1929.051,20394.752,4167.2217,1.5643517,0.2803391
8.0,5004.997,22732.354,17777.89,1848.6301,61837.87,594.3824,631.7187,2766.6287,898761.8,13279.246,32358.639,11501.483,2535.0305,58167.434,3352.3328,1.4785612,0.26898384
9.0,4929.1577,19300.896,22302.094,1690.464,72149.01,537.15717,571.3747,2462.9873,870573.5,12465.854,32034.844,12385.494,2613.8867,88623.59,3029.3157,1.3558954,0.18535721
10.0,5058.724,17442.936,27724.146,1531.9419,83676.29,445.92236,583.4334,2281.7556,852395.7,11126.935,31007.197,12551.408,1534.2435,108628.28,5524.3403,1.218971,0.1714732
11.0,5100.634,18108.654,25651.209,1390.3113,96658.19,332.0347,579.17365,2179.0989,844828.8,9204.36,29469.236,11902.462,1783.2129,92159.48,5612.141,1.0576953,0.14860739
12.0,5158.1377,14730.746,32642.252,1273.7177,111927.16,237.78558,578.9733,2081.9546,865814.3,7011.5127,27342.764,5718.4795,1490.5144,78673.555,6233.9146,0.91182035,0.08373089
13.0,5464.8564,12715.099,39191.93,1169.9965,130776.91,167.90771,523.26434,1963.6736,850652.44,4635.501,22081.285,3210.4204,1786.9111,64877.746,5005.588,0.77668613,0.065782554
14.0,5371.462,13907.695,49549.605,1069.979,154306.14,114.86834,445.2604,1808.2925,846753.5,2962.7903,18260.9,5066.897,2104.614,54136.816,3800.5552,0.6476804,0.03672702
15.0,4936.058,12863.108,54563.895,966.6541,183503.28,74.7956,407.09613,1596.5886,839749.44,1817.0354,15843.968,6234.7773,2143.582,47397.082,4586.917,0.5274182,0.04116578
16.0,3841.6873,10960.75,61519.855,846.7125,219369.23,51.511414,376.51788,1292.313,828307.06,952.3241,13663.779,6520.887,2269.2876,36558.527,3560.3362,0.37716553,0.029712908
17.0,3518.2524,10365.964,72417.766,693.10376,262329.28,35.497356,316.8608,370.98056,801387.44,121.43681,11622.233,6182.4507,1861.7443,49039.01,2594.2798,0.0,0.021969907
18.0,3648.4878,6544.1343,84783.4,513.18585,312644.4,23.2803,189.26996,189.79765,767581.8,104.8787,9689.857,4893.685,1777.8441,53754.125,2319.7659,0.0,0.02326575
19.0,3278.1733,2576.1714,93073.555,290.72598,370754.2,14.890295,118.50424,164.67754,736436.7,89.1306,7825.323,3744.8145,2213.6533,42675.996,2365.4885,0.0,0.021639252
20.0,2956.4958,798.14886,105032.875,75.14501,435486.84,9.689758,103.917175,139.23383,720616.5,73.03895,5832.0083,3769.6895,1872.7106,40070.664,2704.0823,0.0,0.014419804
