"cumulative catch (tons per time step of saving). ex: if time step of saving is the year, then annual catches are saved"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,458.58154,4919.4395,38.616123,61.89031,39.001305,173.06389,78.30719,146.20857,234.30058,1340.9813,106.97603,1011.93085,1732.0123,450.14755,205.901,0.0,0.0
2.0,121.81964,42.152573,6.7255116,8.209962,30.345041,269.7201,80.44443,4.0955696,279.20844,252.31787,191.56717,511.4361,117.89254,277.27563,31.621296,0.0,0.0
3.0,23.577477,11.633624,2.0863,0.4826412,24.79901,329.23013,115.97683,5.3150196,275.93326,64.37463,268.48984,27.35795,20.445559,175.09352,1.1542406,0.0,0.0
4.0,2.1095781,0.12625423,0.16288412,0.014562079,12.589958,373.26672,114.56892,0.5654468,115.20708,12.319103,262.44092,1465.0704,58.95075,56.471893,0.009746696,0.0,0.0
5.0,3.753034,0.011594861,6.307568E-5,1.2492723E-4,14.252286,559.85,138.30055,1.2301682,222.86142,1.4365734,318.3419,670.9548,46.13539,26.845552,3.790492E-5,0.0,0.0
6.0,3.4747906,0.044575922,0.0,2.0896892E-4,10.444294,370.33557,154.31567,0.6043264,332.50635,0.1071999,205.76692,568.38,20.229069,50.795486,0.0,0.0,0.0
7.0,3.1990597,0.27612457,0.0,0.06836969,11.403839,302.43082,103.21876,0.6626809,141.67542,1.1288649,324.29355,577.0454,20.729885,60.601387,0.14921355,0.0,0.0
8.0,3.451601,0.69939023,0.0,0.08185082,13.220111,168.96954,114.72897,0.2614516,115.94902,3.567425,175.29243,639.6286,11.361565,73.64291,0.18300886,0.0,0.0
9.0,4.0521417,0.4531739,5.265662,0.5390781,9.9875145,153.43083,116.24739,0.99307686,183.31577,16.898619,221.97876,505.29517,18.863064,49.31031,0.028673526,0.0,0.0
10.0,4.490741,0.13099855,4.905306,0.37257114,11.534243,109.60289,106.66793,0.15044412,231.09087,15.92549,268.43808,1417.7103,15.103532,76.39459,0.025790984,0.0,0.0
11.0,3.712599,0.4748915,9.61494,0.4540827,7.88074,101.15926,138.31926,0.25005895,172.98164,8.744953,254.48604,1381.1722,12.293393,80.79293,0.024734773,0.0,0.0
12.0,2.82344,0.30573964,13.324702,1.9279802,11.651415,77.44307,80.1819,0.21383,179.86633,8.616163,223.68239,1195.3135,28.678814,46.489494,0.007509124,0.0,0.0
13.0,3.2703283,0.43597433,24.125427,2.5340536,11.628773,57.330235,96.192726,0.19892518,161.48712,10.837449,169.48479,1060.552,26.798147,50.61715,0.0035490934,0.0,0.0
14.0,3.4530137,1.061163,19.810043,3.2395627,10.203489,60.005398,81.657715,0.2182979,94.88572,11.881822,123.43745,768.8114,26.477814,43.977646,0.006274431,0.0,0.0
15.0,2.125415,1.13364,7.4389935,2.73109,14.606652,33.909866,77.65987,0.82339567,207.09901,12.266934,227.12433,520.8909,120.2352,85.414665,0.014628901,0.0,0.0
16.0,1.2533046,1.0497272,4.174139,2.513108,9.805067,22.236938,52.957764,0.46655104,218.87703,11.308409,179.57661,661.5759,59.607674,51.882248,0.05496341,0.0,0.0
17.0,1.6801375,0.43999347,7.8584633,1.4378887,12.23101,20.786077,75.599525,0.45854408,261.75604,8.561912,270.6076,476.4382,51.8718,48.893227,0.029952979,0.0,0.0
18.0,1.153847,0.56710523,9.51591,1.1248444,9.904305,17.595291,41.824608,0.22725213,160.91383,7.6138415,181.90575,184.38142,129.1722,31.08002,0.0090772305,0.0,0.0
19.0,1.1868173,0.39837736,5.6821885,0.67545515,7.7671933,12.07738,49.654793,0.41121653,194.55653,7.582374,159.70953,104.588524,78.803185,72.76104,0.0018288498,0.0,0.0
20.0,0.5285052,0.07476356,3.9952853,1.2853216,14.74629,8.571732,33.303772,0.4115715,138.65994,6.5173388,163.5696,94.150764,162.91518,57.242702,0.0016082152,0.0,0.0
