"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,42902.574,16604.857,112.13409,1255.4323,22878.562,4038.5742,783.27856,2751.7295,402184.6,5395.6504,19380.592,1985.963,115781.75,124440.016,54285.18,4.077715,0.632432
2.0,43149.133,25454.092,106.833565,956.92,23651.57,6768.069,1027.4404,5035.8467,462661.22,10296.043,22636.844,6220.5044,18197.518,913867.5,53957.844,15.834713,0.006947895
3.0,22258.527,18875.363,241.00375,1651.4662,25017.754,6448.527,1203.2128,1536.3882,418313.0,17357.531,23881.666,8280.141,1513.3726,463860.12,23074.742,14.266727,0.0
4.0,14667.808,16215.947,494.45975,2102.9514,26090.03,4560.8467,1245.3268,2394.4026,232515.77,21990.436,23831.938,10849.101,4159.07,182108.8,15645.319,2.866706,0.0
5.0,12404.164,22387.328,868.3017,4095.9507,27388.467,3033.4602,1234.0542,1540.7424,211906.83,16464.375,23243.807,18686.555,6586.032,70358.45,11850.818,0.1821945,0.0
6.0,9786.378,24212.865,1255.8842,7843.449,29093.078,2047.715,1191.4261,1701.3345,198301.52,14750.096,22549.059,18870.27,5415.8867,78791.016,8636.355,0.0076631824,0.0
7.0,7966.411,28422.309,1527.0896,12113.909,31230.951,1458.6681,1156.3275,1383.1663,230718.94,18049.074,21997.648,17545.996,3446.8538,87715.35,10203.088,0.0,0.0
8.0,7553.1475,26272.459,1690.8823,16360.793,33644.94,1092.9867,1124.4124,1525.9923,185676.62,23457.635,21576.54,20080.8,3496.431,80529.89,11770.494,0.0,0.0
9.0,7221.1113,27190.445,1808.3728,17984.13,36382.02,859.8835,1064.5587,1179.5505,230767.36,22627.283,21397.877,20208.836,3124.6008,174153.06,13226.094,0.0,0.0
10.0,7281.299,26542.5,1696.929,18966.924,40062.547,666.12836,995.6675,1376.7251,247924.61,17174.25,21330.807,18728.387,3299.4053,239370.28,13467.023,0.0,0.0
11.0,6554.522,25902.723,1580.7812,18797.271,45962.383,518.4568,903.454,1014.6227,273813.62,14983.798,21021.146,17557.643,3238.6394,180276.5,11186.566,0.0,0.0
12.0,6050.7817,22960.58,1390.9204,17355.105,54663.016,397.33752,822.1314,1562.833,262818.56,16524.414,19334.08,15993.536,3589.1309,100289.3,8977.716,0.0,0.0
13.0,5765.708,24788.83,1251.1841,15719.981,65955.97,305.5749,755.6396,1490.5753,214346.95,20726.99,13830.802,16432.854,4051.4338,87501.06,9878.386,0.0,0.0
14.0,6082.949,26065.4,1193.192,15557.03,80212.16,227.97546,684.84564,1841.7756,176265.98,20275.96,14445.197,13813.788,3882.0674,60339.785,13870.775,0.0,0.0
15.0,5815.4575,27362.812,1291.2339,16562.203,97654.164,166.82367,620.65533,1485.8385,155337.08,13917.156,16182.241,12514.741,4240.0015,109665.4,15516.401,0.0,0.0
16.0,4622.515,26193.84,1328.838,17281.467,118562.05,129.02888,570.5142,1694.3636,192383.14,9647.804,17537.982,11204.623,3366.6594,121868.51,13016.12,0.0,0.0
17.0,3717.1277,21956.822,1071.9072,16634.809,143065.47,99.07134,515.6828,1307.2953,192107.94,8372.145,17998.455,8385.87,3551.7678,112378.64,9004.773,0.0,0.0
18.0,2819.3557,19988.828,893.96484,14374.645,171140.4,73.27263,467.00952,1555.4265,137398.45,6829.892,17139.576,7615.768,4661.4907,71995.98,4277.1626,0.0,0.0
19.0,2418.9636,19031.81,744.1327,12481.827,203335.39,52.64166,427.9735,1144.2341,113660.05,4848.741,15433.281,5420.034,5171.0747,124736.625,1871.2988,0.0,0.0
20.0,2044.5216,18567.008,664.0564,12237.125,241679.39,37.884106,392.5683,1385.865,98736.5,2302.7761,13373.402,2809.285,6642.5063,112420.14,1035.3862,0.0,0.0
