"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,21464.617,9622.347,70.89703,679.5543,11599.907,2015.9175,391.2203,2327.3823,286856.94,2887.3953,9716.001,1262.0059,62761.164,71681.95,18890.344,1.2196388,0.21480902
2.0,15689.183,13262.35,68.598274,474.12524,12105.108,3357.056,513.56055,2594.1318,367954.97,5384.189,11344.083,3130.563,5237.065,391471.25,26034.09,7.5724163,0.0027431762
3.0,10378.286,10168.309,124.09176,820.18665,12715.029,3215.1968,601.12396,1019.88403,337366.8,8762.888,11990.0205,4374.137,1575.363,230636.22,11802.352,6.954141,0.0
4.0,7184.131,9195.352,264.33813,1096.3058,13233.755,2280.6624,622.5309,1310.5785,210864.72,11009.265,11982.1045,5807.901,3641.5833,95459.84,7982.0854,1.2244667,0.0
5.0,6092.0376,12138.455,456.74582,2068.7961,13891.58,1520.3322,616.7104,956.89465,195333.78,8340.301,11691.436,9408.324,4754.249,39678.03,5997.1323,0.08946796,0.0
6.0,4848.4277,13059.257,677.8796,3838.596,14749.62,1026.8492,595.69055,963.9925,197431.89,7514.487,11343.799,9746.789,3577.289,45415.19,4590.9014,0.0031252094,0.0
7.0,3915.8315,14580.085,833.4725,6011.618,15814.658,730.05206,577.9974,872.83344,211179.58,9187.22,11060.196,9107.057,2786.118,51441.258,5301.2334,0.0,0.0
8.0,3748.4458,13812.714,897.43787,8062.0845,17016.209,546.679,562.1739,847.8479,180611.31,11872.939,10851.094,10377.628,2767.773,45941.637,6091.0034,0.0,0.0
9.0,3583.8347,14347.5205,983.3605,8866.316,18391.223,430.34497,532.34216,761.37726,215373.95,11352.489,10763.221,10409.577,2936.4658,93124.74,6875.5396,0.0,0.0
10.0,3646.7288,14120.048,919.0636,9371.127,20345.246,333.7006,497.64374,767.1767,231739.39,8688.677,10728.254,9682.901,2987.395,119497.664,6986.9346,0.0,0.0
11.0,3272.0178,13631.747,856.9431,9288.606,23465.6,259.74948,451.65143,663.79974,252337.14,7638.167,10579.542,9112.574,2899.3506,91932.64,5773.3667,0.0,0.0
12.0,2979.2036,12507.795,770.85345,8559.932,27847.693,198.88928,411.00473,907.5097,238586.5,8432.502,9730.873,8235.441,3149.2483,58417.83,4707.4087,0.0,0.0
13.0,2876.9739,13269.5625,678.8019,7784.221,33520.695,152.89668,377.70245,940.9725,199845.31,10566.421,7165.736,8459.839,3035.7637,50454.445,5294.8647,0.0,0.0
14.0,3064.0332,13925.318,632.61487,7564.2715,40697.758,114.35188,342.31622,1060.2124,170516.11,10231.302,7252.9414,7102.1826,3141.099,38095.812,7402.556,0.0,0.0
15.0,2815.6328,14445.976,670.41376,8106.074,49494.176,83.613594,310.33267,962.06067,165751.56,6999.0054,8128.5796,6447.1953,3232.5293,61125.777,7958.2134,0.0,0.0
16.0,2276.1787,13990.027,701.07355,8523.807,60039.32,64.60049,285.3136,955.3132,193568.34,4919.764,8819.953,5723.222,2807.3035,66637.73,6686.7944,0.0,0.0
17.0,1858.3904,11761.16,571.1395,8283.504,72393.75,49.646843,257.89285,875.7519,176834.16,4269.055,9075.195,4379.235,2938.7883,62005.883,4510.2173,0.0,0.0
18.0,1394.4677,10897.353,488.98767,7093.5693,86551.734,36.712353,233.53987,908.973,139945.7,3503.735,8675.318,3847.6104,3623.8335,43876.723,2192.577,0.0,0.0
19.0,1222.1986,10645.474,401.895,6064.112,102944.49,26.382742,214.03387,774.75256,127200.414,2454.499,7824.186,2716.5176,4114.9116,73307.13,983.8524,0.0,0.0
20.0,1023.51685,10201.3,357.7966,5950.684,122663.89,18.989672,196.30458,846.9456,102547.75,1166.5286,6801.208,1464.3138,4913.544,65721.92,567.36005,0.0,0.0
