"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,1.1592591,2.7962496,2.0706973,1.0043339,31.49278,28.054667,13.671075,22.674631,2.2394257,11.416514,14.596352,1.8005432,1.8481853,5.5154996,3.2515707,4.7032466,10.057649
1.0,2.0,19.95217,34.851128,30.990334,20.257524,52.23129,46.24,36.73802,40.178135,NaN,33.233597,31.691116,31.596622,NaN,35.1089,24.149477,12.188899,23.74779
1.0,4.0,25.185135,38.916393,41.593853,26.862005,64.58853,65.37293,59.0658,44.29971,NaN,45.846928,40.62504,39.07598,NaN,37.336143,27.760845,16.531086,NaN
1.0,6.0,27.836775,40.629948,47.715965,30.965654,74.67045,77.22844,76.88165,45.20928,NaN,54.29934,46.55809,42.29685,NaN,38.258442,29.104803,19.825556,NaN
1.0,8.0,29.28919,41.391495,51.2745,33.632977,82.887886,85.5782,91.906364,45.429337,NaN,60.39902,50.513412,43.74644,NaN,NaN,29.595112,22.510376,NaN
1.0,10.0,30.06054,41.72893,NaN,35.40755,89.64809,90.98554,103.83411,45.482582,NaN,64.5783,53.145298,44.382046,NaN,NaN,29.761765,24.838142,NaN
1.0,12.0,30.484695,41.87856,NaN,36.564777,95.14705,94.61331,113.65332,45.495686,NaN,67.48586,54.404537,44.667233,NaN,NaN,NaN,26.09108,NaN
1.0,14.0,30.684742,41.94538,NaN,37.338177,99.650986,97.05959,121.77547,45.498875,NaN,69.51484,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,16.0,NaN,41.975533,NaN,37.854298,103.34107,98.704926,128.4617,45.499622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.199474,106.35806,99.79265,133.90114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.83678,100.51751,138.36938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.86099,100.989624,142.03896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.517685,101.33418,145.06026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.8737,101.53892,147.53445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,114.98435,NaN,149.47272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.893684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.637955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,34.0,NaN,NaN,NaN,NaN,117.24732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,36.0,NaN,NaN,NaN,NaN,117.74634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,38.0,NaN,NaN,NaN,NaN,118.15502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,0.0,1.253384,1.9415448,1.1380714,0.899369,32.192196,32.357735,23.334993,34.777565,2.980975,25.85711,18.401878,1.5522574,1.8781036,2.2699003,1.9006298,9.1043005,18.506863
2.0,2.0,21.247862,37.69982,33.102875,23.21408,49.61843,39.092064,33.999302,41.770573,NaN,29.74976,32.793198,31.35089,NaN,21.734478,21.713947,12.16255,23.45872
2.0,4.0,26.004465,39.778442,44.84025,29.610582,62.83304,60.337315,56.499905,45.2412,NaN,43.019356,41.96239,39.39502,NaN,37.051907,27.80665,17.269915,NaN
2.0,6.0,28.40332,41.06273,50.08406,33.308346,73.23538,73.840454,75.42724,45.47049,NaN,51.956573,47.5037,42.473324,NaN,38.149876,29.120623,20.53922,NaN
2.0,8.0,29.615286,41.587616,52.856678,35.407837,81.678474,83.32645,90.50738,45.49499,NaN,58.802,51.216465,43.828865,NaN,NaN,29.603502,23.116753,NaN
2.0,10.0,30.249474,41.818848,NaN,36.676525,88.637985,89.51038,102.803635,45.49868,NaN,63.494495,53.629494,44.42206,NaN,NaN,29.765766,25.171507,NaN
2.0,12.0,30.59121,41.918926,NaN,37.461334,94.317825,93.61329,112.78489,45.499687,NaN,66.71716,54.782654,44.6852,NaN,NaN,NaN,NaN,NaN
2.0,14.0,30.750479,41.963623,NaN,37.95934,98.96594,96.378914,121.00652,45.49986,NaN,68.96567,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,16.0,NaN,41.983593,NaN,38.280136,102.77375,98.26016,127.86206,45.499947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,18.0,NaN,NaN,NaN,38.488804,105.89489,99.48951,133.40039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,20.0,NaN,NaN,NaN,NaN,108.452545,100.317856,137.95412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,22.0,NaN,NaN,NaN,NaN,110.547,100.852,141.70488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,24.0,NaN,NaN,NaN,NaN,112.26032,101.2447,144.77692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,26.0,NaN,NaN,NaN,NaN,113.66264,101.484314,147.30458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,28.0,NaN,NaN,NaN,NaN,114.81098,101.60972,149.25911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,30.0,NaN,NaN,NaN,NaN,115.75157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,32.0,NaN,NaN,NaN,NaN,116.5216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
