"% of prey species (in rows) in the diet of predator species (in col)"
"Time","Prey","AtlanticHerring in [0.000000, 4.000000[","AtlanticHerring in [4.000000, 16.700001[","AtlanticHerring in [16.700001, inf[","AtlanticMackerel in [0.000000, 1.700000[","AtlanticMackerel in [1.700000, 28.700001[","AtlanticMackerel in [28.700001, inf[","BlackSeaBass in [0.000000, 2.800000[","BlackSeaBass in [2.800000, 19.100000[","BlackSeaBass in [19.100000, inf[","Scup in [0.000000, 1.000000[","Scup in [1.000000, 15.500000[","Scup in [15.500000, inf[","SpinyDogfish in [0.000000, 80.900002[","SpinyDogfish in [80.900002, inf[","StripedBass in [0.000000, 5.000000[","StripedBass in [5.000000, 50.000000[","StripedBass in [50.000000, inf[","Goosefish in [0.000000, 5.000000[","Goosefish in [5.000000, 46.500000[","Goosefish in [46.500000, inf[","WinterFlounder in [0.000000, 0.780000[","WinterFlounder in [0.780000, 26.799999[","WinterFlounder in [26.799999, inf[","Squids in [0.000000, 1.900000[","Squids in [1.900000, 15.000000[","Squids in [15.000000, inf[","Flounders in [0.000000, 1.600000[","Flounders in [1.600000, 35.000000[","Flounders in [35.000000, inf[","SkateRays in [0.000000, 37.500000[","SkateRays in [37.500000, inf[","Hakes in [0.000000, 2.100000[","Hakes in [2.100000, 23.200001[","Hakes in [23.200001, inf[","Benthopelagics in [0.000000, 2.000000[","Benthopelagics in [2.000000, 4.000000[","Benthopelagics in [4.000000, inf[","MiscellaneousDemersals in [0.000000, 2.200000[","MiscellaneousDemersals in [2.200000, 17.500000[","MiscellaneousDemersals in [17.500000, inf[","ShallowDemersal in [0.000000, 2.300000[","ShallowDemersal in [2.300000, 22.100000[","ShallowDemersal in [22.100000, inf[","WhitePerch in [0.000000, 1.750000[","WhitePerch in [1.750000, 14.250000[","WhitePerch in [14.250000, inf[","AtlanticTomcod in [0.000000, 1.900000[","AtlanticTomcod in [1.900000, 15.000000[","AtlanticTomcod in [15.000000, inf["
1.0,"AtlanticHerring in [0.000000, 4.000000[",0.13313101,0.02999947,0.40441647,0.0,0.10448787,1.0263964,0.0,0.011806018,0.0,0.0,0.12336375,0.015769146,0.3541613,0.2531823,0.0,0.24565588,0.0,0.13389422,0.0,0.0,NaN,0.0,0.0,0.16778378,2.2042766,0.05913008,NaN,0.80762315,0.0,0.0,0.0,0.0,6.5649534E-4,0.0,0.058391593,0.049638845,0.23985802,0.2572846,0.45129663,0.0,0.018520791,0.43269277,1.7020365,0.0,0.05351125,0.10946162,8.8607526E-4,6.6939824E-6,4.1881343E-4
1.0,"AtlanticHerring in [4.000000, 16.700001[",0.0,0.0,0.09391994,0.0,2.7878064E-4,5.4219837,0.0,2.9098146E-4,9.633635,0.0,5.502494E-4,7.1639566,1.6200368,1.853041,0.0,10.890924,10.94378,0.0,5.825009,5.0726557,NaN,6.505204E-5,6.670818,0.0,0.13768722,5.4077845,NaN,8.3571125E-4,18.493073,1.3182856,3.592386,0.0,0.008279829,14.624321,0.0,0.0,0.0,0.0,4.1099734E-4,5.9861054,0.0,4.6177105E-5,5.403108,0.0,2.4941776E-4,2.1567883,0.0,0.0026030254,0.49387306
1.0,"AtlanticHerring in [16.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5559046,0.0,0.0,0.0041066487,0.4405167,1.8114939,0.0,5.9465137,17.864334,0.0,3.6485438,10.202051,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,11.279853,0.014516082,2.9826126,0.0,0.0,12.104413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"AtlanticMackerel in [0.000000, 1.700000[",1.5138633E-9,0.15772076,0.0,5.798548E-4,0.0028697175,0.0,0.7852469,0.30502835,0.0,0.0,3.5756867E-4,0.0,0.14402445,0.15224248,0.0,0.0,0.0,0.07565969,0.0,0.0,NaN,0.0,0.0,0.58422476,1.2006949,0.0,NaN,0.0,0.0,0.0,0.0,0.04478347,0.013819564,0.0,0.010938034,0.0,0.043829154,0.07741661,0.023761021,0.0,0.09703158,0.13990603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"AtlanticMackerel in [1.700000, 28.700001[",0.0,0.25187653,3.1817875,0.0,3.085434E-4,2.6932135,0.0,0.36562997,1.4603828,0.0,3.5145433E-5,1.233616,3.1243765,3.5845685,0.0,1.6624088,2.898105,0.0,0.9299353,3.3077106,NaN,0.0016281155,0.5910152,0.0,5.3025985,10.792829,NaN,0.0867545,0.9217476,2.9392872,3.9434826,0.0,0.6295433,1.2041085,0.0,0.0,0.0,0.0,0.041019455,1.0726292,0.0,4.6539385E-4,5.475755,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"AtlanticMackerel in [28.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09608185,0.87670064,0.0,0.0,1.6265682,0.0,0.011849117,5.460165,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.020892296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"BlackSeaBass in [0.000000, 2.800000[",1.2505187E-6,0.05385363,0.88890153,4.3566612E-4,4.1973978E-4,1.0375733,0.0043552686,0.2012308,1.1892594E-4,0.0,9.243236E-5,0.0,0.01870426,0.021864103,0.0,0.0,0.0,2.984359E-4,0.0,0.0,NaN,7.2248216E-4,0.0,0.01685483,2.5453796,0.0,NaN,0.004654998,0.0,0.0,0.0,5.6100235E-4,0.0020992067,0.0,2.5765414E-4,1.3950271E-5,0.008590142,3.8644052E-4,2.4741355E-6,0.0,0.0010677605,0.0066708988,1.337505,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"BlackSeaBass in [2.800000, 19.100000[",0.0,9.7266847E-4,0.2534056,0.0,9.227785E-7,0.83403325,0.0,2.7781172E-4,0.18450768,0.0,3.9814104E-6,0.40252066,0.026950741,0.028188366,0.0,0.06084168,0.0429664,0.0,0.03277777,0.0058229202,NaN,1.3373756E-5,1.7344186,0.0,1.2212478,0.8478627,NaN,3.6381272E-4,0.808689,0.030609973,0.04309687,0.0,0.018598724,0.4913097,0.0,0.0,0.0,0.0,0.044996288,0.9046116,0.0,5.4099586E-5,0.95247984,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"BlackSeaBass in [19.100000, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09542467,0.0,0.0,0.0,8.693452E-4,0.015693195,0.0,8.36371E-4,0.27346414,0.0,0.101856954,0.28676185,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.4325443,0.0,0.0012397033,0.0,0.0,0.44616288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"Scup in [0.000000, 1.000000[",0.0,9.897532E-4,0.0,0.014676482,0.001395037,0.0,0.037365723,0.01002028,0.0,0.0049262857,4.391115E-4,0.0,4.1717014E-4,5.948844E-4,0.0,0.0,0.0,0.02465782,0.0,0.0,NaN,1.8791636E-4,0.0,0.01306803,0.16630007,0.0,NaN,0.0,0.0,0.0,0.0,0.0066378624,8.537646E-4,0.0,0.08954855,0.0017303317,0.0013442585,0.0012419537,1.2237129E-4,0.0,0.0010922254,0.0050461553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,"Scup in [1.000000, 15.500000[",0.0,0.06805915,0.6992204,0.0,7.633E-4,1.2274162,0.0,0.46654433,0.61403364,0.0,8.673248E-4,0.592133,0.07629841,0.1007247,0.0,0.07108496,0.12821324,0.0,0.16082884,0.066166975,NaN,0.007837976,1.8349899,0.0,2.108562,0.8077223,NaN,0.05577699,2.040791,0.1274535,0.13969743,0.0,0.63249135,1.0891408,0.0,0.0,0.005969715,0.0,0.055729657,0.75637376,0.0,0.053313263,1.0730053,0.0,0.0,0.0,0.0,0.0,0.0
