Simulation,Predator,PredatorStage,Source,TimeMeanPercent,NTimeStepsObserved
12,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Fish,0.6560037263773656,20
12,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Plankton,99.3439962748,20
12,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Benthos,0,20
12,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Fish,78.96466693073732,20
12,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Plankton,21.035332875,20
12,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Benthos,0,20
12,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Fish,18.079636841737628,20
12,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Plankton,81.92036299375,20
12,SkateRays,"SkateRays in [0.000000, 37.500000[",Benthos,75.7080264,20
12,SkateRays,"SkateRays in [0.000000, 37.500000[",Fish,24.291973252225937,20
12,SkateRays,"SkateRays in [0.000000, 37.500000[",Plankton,0,20
12,SkateRays,"SkateRays in [37.500000, inf[",Benthos,49.8023149,20
12,SkateRays,"SkateRays in [37.500000, inf[",Fish,50.19768509250721,20
12,SkateRays,"SkateRays in [37.500000, inf[",Plankton,0,20
12,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Benthos,58.44999555,20
12,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Fish,41.550003816119336,20
12,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Plankton,0,20
12,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Benthos,48.0053438,20
12,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Fish,51.99465649508806,20
12,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Plankton,0,20
12,Squids,"Squids in [0.000000, 5.000000[",Benthos,0,20
12,Squids,"Squids in [0.000000, 5.000000[",Fish,7.4731745531714004,20
12,Squids,"Squids in [0.000000, 5.000000[",Plankton,92.526825120925,20
12,Squids,"Squids in [15.000000, inf[",Benthos,0,20
12,Squids,"Squids in [15.000000, inf[",Fish,99.99999954218634,20
12,Squids,"Squids in [15.000000, inf[",Plankton,0,20
12,Squids,"Squids in [5.000000, 15.000000[",Benthos,0,20
12,Squids,"Squids in [5.000000, 15.000000[",Fish,90.4654497737397,20
12,Squids,"Squids in [5.000000, 15.000000[",Plankton,9.534550717769,20
12,StripedBass,"StripedBass in [0.000000, 5.000000[",Benthos,0,20
12,StripedBass,"StripedBass in [0.000000, 5.000000[",Fish,0.26650947662574803,20
12,StripedBass,"StripedBass in [0.000000, 5.000000[",Plankton,99.73349036755,20
12,StripedBass,"StripedBass in [5.000000, 50.000000[",Benthos,32.9600956,20
12,StripedBass,"StripedBass in [5.000000, 50.000000[",Fish,37.936055116807,20
12,StripedBass,"StripedBass in [5.000000, 50.000000[",Plankton,29.103848994075,20
12,StripedBass,"StripedBass in [50.000000, inf[",Benthos,0.006771315430947,20
12,StripedBass,"StripedBass in [50.000000, inf[",Fish,99.99322855470254,20
12,StripedBass,"StripedBass in [50.000000, inf[",Plankton,0,20
12,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Benthos,37.45651466666666,18
12,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Fish,2.726598182372835,18
12,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Plankton,59.81688764298889,18
12,WhitePerch,"WhitePerch in [14.250000, inf[",Benthos,26.580973775,16
12,WhitePerch,"WhitePerch in [14.250000, inf[",Fish,73.41902643324568,16
12,WhitePerch,"WhitePerch in [14.250000, inf[",Plankton,0,16
12,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Benthos,69.09378533333333,12
12,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Fish,30.906214511231266,12
12,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Plankton,0,12
12,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Benthos,31.265612,20
12,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Fish,0.16943714412608,20
12,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Plankton,68.5649504,20
12,WinterFlounder,"WinterFlounder in [26.799999, inf[",Benthos,0,20
12,WinterFlounder,"WinterFlounder in [26.799999, inf[",Fish,100.00000020569378,20
12,WinterFlounder,"WinterFlounder in [26.799999, inf[",Plankton,0,20
12,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Benthos,86.72858585,20
12,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Fish,12.193755566163562,20
12,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Plankton,1.07765892,20
13,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Benthos,0,20
13,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Fish,0.4696084585035888,20
13,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Plankton,99.53039200295,20
13,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Benthos,0,20
13,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Fish,36.368388778821945,20
13,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Plankton,63.631611,20
13,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Benthos,0,20
13,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Fish,4.664792787648377,20
13,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Plankton,95.33520676138124,20
13,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Benthos,0,20
13,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Fish,0.136035948625562,20
13,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Plankton,99.8639640969,20
13,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Benthos,0,20
13,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Fish,72.63592012805,20
13,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Plankton,27.36407995,20
13,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Benthos,0,20
13,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Fish,28.594927327591893,20
13,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Plankton,71.40507377381223,20
13,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Benthos,81.1819976,20
13,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Fish,0.42715576760264945,20
13,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Plankton,18.39084684898,20
13,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Benthos,52.9054102,20
13,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Fish,47.09458981353142,20
13,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Plankton,0,20
13,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Benthos,88.4422539,20
13,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Fish,11.557746483830114,20
13,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Plankton,0,20
13,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Benthos,0,20
13,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Fish,0.42872364317875356,20
13,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Plankton,99.57127648984999,20
13,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Benthos,0,20
13,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Fish,0.2047150610845362,20
13,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Plankton,99.79528448523,20
13,Benthopelagics,"Benthopelagics in [4.000000, inf[",Benthos,0,20
13,Benthopelagics,"Benthopelagics in [4.000000, inf[",Fish,0.6769562942234889,20
13,Benthopelagics,"Benthopelagics in [4.000000, inf[",Plankton,99.3230439144695,20
13,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Benthos,23.2751869,20
13,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Fish,1.142665413440724,20
13,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Plankton,75.58214758685,20
13,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Benthos,39.23343025,20
13,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Fish,60.76656966102916,20
13,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Plankton,0,20
13,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Benthos,71.1362346,20
13,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Fish,28.86376613190242,20
13,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Plankton,0,20
13,Flounders,"Flounders in [0.000000, 5.000000[",Benthos,22.14247695,20
13,Flounders,"Flounders in [0.000000, 5.000000[",Fish,1.9184773130653898,20
13,Flounders,"Flounders in [0.000000, 5.000000[",Plankton,75.93904615,20
13,Flounders,"Flounders in [35.000000, inf[",Benthos,0,20
13,Flounders,"Flounders in [35.000000, inf[",Fish,100.00000070943975,20
13,Flounders,"Flounders in [35.000000, inf[",Plankton,0,20
13,Flounders,"Flounders in [5.000000, 35.000000[",Benthos,82.22922055000001,20
13,Flounders,"Flounders in [5.000000, 35.000000[",Fish,17.77077975027562,20
13,Flounders,"Flounders in [5.000000, 35.000000[",Plankton,0,20
13,Goosefish,"Goosefish in [0.000000, 5.000000[",Benthos,0,20
13,Goosefish,"Goosefish in [0.000000, 5.000000[",Fish,0.40144548432958665,20
13,Goosefish,"Goosefish in [0.000000, 5.000000[",Plankton,99.5985548305,20
13,Goosefish,"Goosefish in [46.500000, inf[",Benthos,0,20
13,Goosefish,"Goosefish in [46.500000, inf[",Fish,99.9999998210019,20
13,Goosefish,"Goosefish in [46.500000, inf[",Plankton,0,20
13,Goosefish,"Goosefish in [5.000000, 46.500000[",Benthos,38.960314000000004,20
13,Goosefish,"Goosefish in [5.000000, 46.500000[",Fish,24.923120699909255,20
13,Goosefish,"Goosefish in [5.000000, 46.500000[",Plankton,36.116565525,20
13,Hakes,"Hakes in [0.000000, 5.000000[",Benthos,29.4715815,20
13,Hakes,"Hakes in [0.000000, 5.000000[",Fish,2.7355745567635594,20
13,Hakes,"Hakes in [0.000000, 5.000000[",Plankton,67.79284439055,20
13,Hakes,"Hakes in [23.200001, inf[",Benthos,0,20
13,Hakes,"Hakes in [23.200001, inf[",Fish,100.0000000357839,20
13,Hakes,"Hakes in [23.200001, inf[",Plankton,0,20
13,Hakes,"Hakes in [5.000000, 23.200001[",Benthos,69.3787219,20
13,Hakes,"Hakes in [5.000000, 23.200001[",Fish,30.621278519769536,20
13,Hakes,"Hakes in [5.000000, 23.200001[",Plankton,0,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Benthos,50.680673335,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Fish,0.5156155801613572,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Plankton,48.80371073225,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Benthos,62.7791089,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Fish,37.22089077727465,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Plankton,0,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Benthos,80.17715265,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Fish,5.359280106347941,20
13,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Plankton,14.46356686757,20
13,Scup,"Scup in [0.000000, 5.000000[",Benthos,80.53138805,20
13,Scup,"Scup in [0.000000, 5.000000[",Fish,0.26863209447353753,20
13,Scup,"Scup in [0.000000, 5.000000[",Plankton,19.199978961235,20
13,Scup,"Scup in [15.500000, inf[",Benthos,65.27245185,20
13,Scup,"Scup in [15.500000, inf[",Fish,34.72754901702055,20
13,Scup,"Scup in [15.500000, inf[",Plankton,0,20
13,Scup,"Scup in [5.000000, 15.500000[",Benthos,81.25478775,20
13,Scup,"Scup in [5.000000, 15.500000[",Fish,18.745211693645615,20
13,Scup,"Scup in [5.000000, 15.500000[",Plankton,0,20
13,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Benthos,0,20
13,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Fish,0.6033276027374425,20
13,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Plankton,99.39667171615,20
13,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Benthos,0,20
13,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Fish,78.45181873684334,20
13,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Plankton,21.54818168,20
13,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Benthos,0,20
13,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Fish,16.494567467376662,20
13,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Plankton,83.505432478845,20
13,SkateRays,"SkateRays in [0.000000, 37.500000[",Benthos,75.85763725,20
13,SkateRays,"SkateRays in [0.000000, 37.500000[",Fish,24.142362840480178,20
13,SkateRays,"SkateRays in [0.000000, 37.500000[",Plankton,0,20
13,SkateRays,"SkateRays in [37.500000, inf[",Benthos,49.4111239,20
13,SkateRays,"SkateRays in [37.500000, inf[",Fish,50.588875771435575,20
13,SkateRays,"SkateRays in [37.500000, inf[",Plankton,0,20
13,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Benthos,58.3247213,20
13,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Fish,41.67527838239325,20
13,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Plankton,0,20
13,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Benthos,48.29949755,20
13,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Fish,51.70050251078807,20
13,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Plankton,0,20
13,Squids,"Squids in [0.000000, 5.000000[",Benthos,0,20
13,Squids,"Squids in [0.000000, 5.000000[",Fish,7.44801905864467,20
13,Squids,"Squids in [0.000000, 5.000000[",Plankton,92.551980723225,20
13,Squids,"Squids in [15.000000, inf[",Benthos,0,20
13,Squids,"Squids in [15.000000, inf[",Fish,99.9999999388041,20
13,Squids,"Squids in [15.000000, inf[",Plankton,0,20
13,Squids,"Squids in [5.000000, 15.000000[",Benthos,0,20
13,Squids,"Squids in [5.000000, 15.000000[",Fish,90.108181033965,20
13,Squids,"Squids in [5.000000, 15.000000[",Plankton,9.891819029998,20
13,StripedBass,"StripedBass in [0.000000, 5.000000[",Benthos,0,20
13,StripedBass,"StripedBass in [0.000000, 5.000000[",Fish,0.27331240030757276,20
13,StripedBass,"StripedBass in [0.000000, 5.000000[",Plankton,99.72668893065,20
13,StripedBass,"StripedBass in [5.000000, 50.000000[",Benthos,33.40535225,20
13,StripedBass,"StripedBass in [5.000000, 50.000000[",Fish,33.93238229284608,20
13,StripedBass,"StripedBass in [5.000000, 50.000000[",Plankton,32.66226517925,20
13,StripedBass,"StripedBass in [50.000000, inf[",Benthos,0.005309735656125,20
13,StripedBass,"StripedBass in [50.000000, inf[",Fish,99.9946900434994,20
13,StripedBass,"StripedBass in [50.000000, inf[",Plankton,0,20
13,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Benthos,37.433092611111114,18
13,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Fish,2.010488839194633,18
13,WhitePerch,"WhitePerch in [0.000000, 5.000000[",Plankton,60.55641826825,18
13,WhitePerch,"WhitePerch in [14.250000, inf[",Benthos,27.759479406249998,16
13,WhitePerch,"WhitePerch in [14.250000, inf[",Fish,72.24052046648258,16
13,WhitePerch,"WhitePerch in [14.250000, inf[",Plankton,0,16
13,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Benthos,57.57947742857143,7
13,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Fish,42.420522322826486,7
13,WhitePerch,"WhitePerch in [5.000000, 14.250000[",Plankton,0,7
13,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Benthos,32.4160531,20
13,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Fish,0.1376752594319745,20
13,WinterFlounder,"WinterFlounder in [0.000000, 5.000000[",Plankton,67.4462717,20
13,WinterFlounder,"WinterFlounder in [26.799999, inf[",Benthos,0,20
13,WinterFlounder,"WinterFlounder in [26.799999, inf[",Fish,100.0000000157574,20
13,WinterFlounder,"WinterFlounder in [26.799999, inf[",Plankton,0,20
13,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Benthos,88.27097765,20
13,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Fish,10.680752881672705,20
13,WinterFlounder,"WinterFlounder in [5.000000, 26.799999[",Plankton,1.04826997,20
14,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Benthos,0,20
14,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Fish,0.401201113709634,20
14,AtlanticHerring,"AtlanticHerring in [0.000000, 5.000000[",Plankton,99.59879890975,20
14,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Benthos,0,20
14,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Fish,35.20586919815699,20
14,AtlanticHerring,"AtlanticHerring in [16.700001, inf[",Plankton,64.7941306,20
14,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Benthos,0,20
14,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Fish,4.6075677791531335,20
14,AtlanticHerring,"AtlanticHerring in [5.000000, 16.700001[",Plankton,95.3924321445555,20
14,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Benthos,0,20
14,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Fish,0.12949500076037726,20
14,AtlanticMackerel,"AtlanticMackerel in [0.000000, 5.000000[",Plankton,99.8705054323,20
14,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Benthos,0,20
14,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Fish,72.31036329295,20
14,AtlanticMackerel,"AtlanticMackerel in [28.700001, inf[",Plankton,27.68963655,20
14,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Benthos,0,20
14,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Fish,27.71364805304422,20
14,AtlanticMackerel,"AtlanticMackerel in [5.000000, 28.700001[",Plankton,72.28635130044175,20
14,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Benthos,79.35327685,20
14,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Fish,0.3713156139919039,20
14,AtlanticTomcod,"AtlanticTomcod in [0.000000, 5.000000[",Plankton,20.275407189015002,20
14,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Benthos,56.30636925,20
14,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Fish,43.693630462536696,20
14,AtlanticTomcod,"AtlanticTomcod in [15.000000, inf[",Plankton,0,20
14,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Benthos,88.17099015,20
14,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Fish,11.829009457071699,20
14,AtlanticTomcod,"AtlanticTomcod in [5.000000, 15.000000[",Plankton,0,20
14,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Benthos,0,20
14,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Fish,0.41435376334169166,20
14,Benthopelagics,"Benthopelagics in [0.000000, 2.000000[",Plankton,99.5856457059,20
14,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Benthos,0,20
14,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Fish,0.2167342952251979,20
14,Benthopelagics,"Benthopelagics in [2.000000, 4.000000[",Plankton,99.78326449997,20
14,Benthopelagics,"Benthopelagics in [4.000000, inf[",Benthos,0,20
14,Benthopelagics,"Benthopelagics in [4.000000, inf[",Fish,0.6193810005912299,20
14,Benthopelagics,"Benthopelagics in [4.000000, inf[",Plankton,99.3806187415815,20
14,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Benthos,23.6251244,20
14,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Fish,1.156994376661895,20
14,BlackSeaBass,"BlackSeaBass in [0.000000, 5.000000[",Plankton,75.2178810569,20
14,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Benthos,38.804238250000004,20
14,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Fish,61.19576175649632,20
14,BlackSeaBass,"BlackSeaBass in [19.100000, inf[",Plankton,0,20
14,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Benthos,69.7258764,20
14,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Fish,30.274122201179104,20
14,BlackSeaBass,"BlackSeaBass in [5.000000, 19.100000[",Plankton,0,20
14,Flounders,"Flounders in [0.000000, 5.000000[",Benthos,21.69536055,20
14,Flounders,"Flounders in [0.000000, 5.000000[",Fish,1.9351017355207019,20
14,Flounders,"Flounders in [0.000000, 5.000000[",Plankton,76.3695372,20
14,Flounders,"Flounders in [35.000000, inf[",Benthos,0,20
14,Flounders,"Flounders in [35.000000, inf[",Fish,99.99999977866977,20
14,Flounders,"Flounders in [35.000000, inf[",Plankton,0,20
14,Flounders,"Flounders in [5.000000, 35.000000[",Benthos,82.22511705,20
14,Flounders,"Flounders in [5.000000, 35.000000[",Fish,17.774882608966728,20
14,Flounders,"Flounders in [5.000000, 35.000000[",Plankton,0,20
14,Goosefish,"Goosefish in [0.000000, 5.000000[",Benthos,0,20
14,Goosefish,"Goosefish in [0.000000, 5.000000[",Fish,0.3928223680847284,20
14,Goosefish,"Goosefish in [0.000000, 5.000000[",Plankton,99.60717769695,20
14,Goosefish,"Goosefish in [46.500000, inf[",Benthos,0,20
14,Goosefish,"Goosefish in [46.500000, inf[",Fish,100.00000043807125,20
14,Goosefish,"Goosefish in [46.500000, inf[",Plankton,0,20
14,Goosefish,"Goosefish in [5.000000, 46.500000[",Benthos,40.2681799,20
14,Goosefish,"Goosefish in [5.000000, 46.500000[",Fish,24.965159572661147,20
14,Goosefish,"Goosefish in [5.000000, 46.500000[",Plankton,34.76666078,20
14,Hakes,"Hakes in [0.000000, 5.000000[",Benthos,28.9293568,20
14,Hakes,"Hakes in [0.000000, 5.000000[",Fish,2.6757728829546883,20
14,Hakes,"Hakes in [0.000000, 5.000000[",Plankton,68.394870348575,20
14,Hakes,"Hakes in [23.200001, inf[",Benthos,0,20
14,Hakes,"Hakes in [23.200001, inf[",Fish,99.99999985932936,20
14,Hakes,"Hakes in [23.200001, inf[",Plankton,0,20
14,Hakes,"Hakes in [5.000000, 23.200001[",Benthos,70.09701855,20
14,Hakes,"Hakes in [5.000000, 23.200001[",Fish,29.902981520435496,20
14,Hakes,"Hakes in [5.000000, 23.200001[",Plankton,0,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Benthos,51.045854235,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Fish,0.47239196493960295,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [0.000000, 5.000000[",Plankton,48.4817548975,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Benthos,62.929787149999996,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Fish,37.07021302060383,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [17.500000, inf[",Plankton,0,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Benthos,80.21806935,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Fish,4.768235201854807,20
14,MiscellaneousDemersals,"MiscellaneousDemersals in [5.000000, 17.500000[",Plankton,15.013696193345,20
14,Scup,"Scup in [0.000000, 5.000000[",Benthos,80.17510754999999,20
14,Scup,"Scup in [0.000000, 5.000000[",Fish,0.2669167837367517,20
14,Scup,"Scup in [0.000000, 5.000000[",Plankton,19.557976658285,20
14,Scup,"Scup in [15.500000, inf[",Benthos,64.5774702,20
14,Scup,"Scup in [15.500000, inf[",Fish,35.4225286579895,20
14,Scup,"Scup in [15.500000, inf[",Plankton,0,20
14,Scup,"Scup in [5.000000, 15.500000[",Benthos,79.9204178,20
14,Scup,"Scup in [5.000000, 15.500000[",Fish,20.079582913651226,20
14,Scup,"Scup in [5.000000, 15.500000[",Plankton,0,20
14,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Benthos,0,20
14,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Fish,0.6485155755272947,20
14,ShallowDemersal,"ShallowDemersal in [0.000000, 5.000000[",Plankton,99.3514845724,20
14,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Benthos,0,20
14,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Fish,73.47712823409819,20
14,ShallowDemersal,"ShallowDemersal in [22.100000, inf[",Plankton,26.5228714,20
14,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Benthos,0,20
14,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Fish,17.81865858352855,20
14,ShallowDemersal,"ShallowDemersal in [5.000000, 22.100000[",Plankton,82.181342398475,20
14,SkateRays,"SkateRays in [0.000000, 37.500000[",Benthos,76.44018455,20
14,SkateRays,"SkateRays in [0.000000, 37.500000[",Fish,23.559814759894646,20
14,SkateRays,"SkateRays in [0.000000, 37.500000[",Plankton,0,20
14,SkateRays,"SkateRays in [37.500000, inf[",Benthos,50.209947,20
14,SkateRays,"SkateRays in [37.500000, inf[",Fish,49.790052909629274,20
14,SkateRays,"SkateRays in [37.500000, inf[",Plankton,0,20
14,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Benthos,59.3222033,20
14,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Fish,40.67779658805767,20
14,SpinyDogfish,"SpinyDogfish in [0.000000, 80.900002[",Plankton,0,20
14,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Benthos,49.042273,20
14,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Fish,50.957726739373385,20
14,SpinyDogfish,"SpinyDogfish in [80.900002, inf[",Plankton,0,20
14,Squids,"Squids in [0.000000, 5.000000[",Benthos,0,20
14,Squids,"Squids in [0.000000, 5.000000[",Fish,8.67562561912835,20
14,Squids,"Squids in [0.000000, 5.000000[",Plankton,91.3243745559,20
14,Squids,"Squids in [15.000000, inf[",Benthos,0,20
14,Squids,"Squids in [15.000000, inf[",Fish,100.0000000629202,20
14,Squids,"Squids in [15.000000, inf[",Plankton,0,20
14,Squids,"Squids in [5.000000, 15.000000[",Benthos,0,20
14,Squids,"Squids in [5.000000, 15.000000[",Fish,90.494973245575,20
14,Squids,"Squids in [5.000000, 15.000000[",Plankton,9.5050269347255,20
14,StripedBass,"StripedBass in [0.000000, 5.000000[",Benthos,0,20
14,StripedBass,"StripedBass in [0.000000, 5.000000[",Fish,0.2682607514875991,20
14,StripedBass,"StripedBass in [0.000000, 5.000000[",Plankton,99.73173837095,20
14,StripedBass,"StripedBass in [5.000000, 50.000000[",Benthos,33.5394877,20
14,StripedBass,"StripedBass in [5.000000, 50.000000[",Fish,36.746106665795445,20
14,StripedBass,"StripedBass in [5.000000, 50.000000[",Plankton,29.714405316647078,20
14,StripedBass,"StripedBass in [50.000000, inf[",Benthos,0.006143109598955,20
