"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,1.0656891,2.399564,1.72035,1.6698549,30.811497,36.480835,1.8409556,2.9299343,1.811856,3.762003,16.498682,2.9570227,1.9202081,1.692329,1.9265283,1.5454673,3.034322
1.0,2.0,18.727316,33.84032,30.431955,19.809446,52.58576,53.036472,36.92652,37.455265,NaN,34.14013,31.244028,31.959766,NaN,34.674248,23.482698,12.114143,23.039314
1.0,4.0,24.144121,38.72013,39.394104,25.47114,64.97198,70.175896,59.399254,43.784676,NaN,47.15537,40.49353,39.55621,NaN,37.186424,27.460428,16.332233,NaN
1.0,6.0,27.246805,40.541496,46.410397,29.71578,74.98352,80.598755,77.105225,45.082092,NaN,55.46849,46.443306,42.57938,NaN,38.19903,29.00965,19.65726,NaN
1.0,8.0,28.964323,41.356064,50.45757,32.72196,83.14294,87.846794,92.07484,45.399273,NaN,61.35446,50.448193,43.8885,NaN,NaN,29.556992,22.466244,NaN
1.0,10.0,29.887438,41.711796,NaN,34.796486,89.864655,92.50818,103.98816,45.47515,NaN,65.3015,53.105743,44.447403,NaN,NaN,29.745579,24.676546,NaN
1.0,12.0,30.388483,41.870987,NaN,36.16286,95.32448,95.66223,113.778534,45.493877,NaN,68.02122,54.378323,44.69745,NaN,NaN,NaN,26.559612,NaN
1.0,14.0,30.62925,41.94248,NaN,37.067142,99.79755,97.75906,121.872025,45.498432,NaN,69.8877,NaN,NaN,NaN,NaN,NaN,28.091908,NaN
1.0,16.0,NaN,41.97368,NaN,37.66994,103.45842,99.16915,128.54405,45.49966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.07884,106.451775,100.0982,133.9664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.914345,100.72826,138.41994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.92336,101.14684,142.08545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.568565,101.42926,145.09279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.916275,101.60622,147.45253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,115.01882,101.73947,149.60242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.92176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.66045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,34.0,NaN,NaN,NaN,NaN,117.26631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,36.0,NaN,NaN,NaN,NaN,117.76189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,38.0,NaN,NaN,NaN,NaN,118.16756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,0.0,1.9721524,7.3879514,1.940044,2.3514526,32.72004,47.35841,2.0595877,4.533419,2.623475,5.450604,16.624388,5.871988,2.2226381,3.3729126,3.023791,4.491909,3.6285243
2.0,2.0,15.647689,33.353275,25.127207,22.73346,50.351624,54.99026,41.11782,29.032612,NaN,33.50012,32.384655,33.7492,NaN,8.038153,8.48424,12.584198,23.456451
2.0,4.0,22.59917,38.22098,39.385357,26.302496,63.884773,73.491714,58.1446,42.905178,NaN,47.97405,41.53766,40.86635,NaN,36.48303,26.965956,16.3035,NaN
2.0,6.0,26.6205,40.450996,44.892048,30.017855,74.114334,83.88821,76.436615,44.78607,NaN,56.70991,47.227207,43.368515,NaN,37.939976,28.862028,19.97029,NaN
2.0,8.0,28.594872,41.311028,50.40335,32.91035,82.40914,90.235596,91.27511,45.301365,NaN,62.488853,51.048233,44.291058,NaN,NaN,29.502634,22.867317,NaN
2.0,10.0,29.665062,41.697433,NaN,34.919983,89.24362,94.26324,103.45067,45.471947,NaN,66.30276,53.524475,44.640182,NaN,NaN,29.721859,24.796286,NaN
2.0,12.0,30.273706,41.863865,NaN,36.27535,94.81853,96.86379,113.32884,NaN,NaN,68.77468,54.70475,44.78657,NaN,NaN,NaN,26.72816,NaN
2.0,14.0,30.556135,41.94018,NaN,37.14316,99.37882,98.5824,121.45389,NaN,NaN,70.4279,NaN,NaN,NaN,NaN,NaN,28.186552,NaN
2.0,16.0,NaN,41.971157,NaN,37.72287,103.11209,99.73659,128.22855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,18.0,NaN,NaN,NaN,38.11941,106.1671,100.486496,133.7078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,20.0,NaN,NaN,NaN,NaN,108.67814,100.98239,138.20877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,22.0,NaN,NaN,NaN,NaN,110.731,101.3231,141.9081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,24.0,NaN,NaN,NaN,NaN,112.410255,101.54497,144.94919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,26.0,NaN,NaN,NaN,NaN,113.78654,101.69225,147.43346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,28.0,NaN,NaN,NaN,NaN,114.912735,101.795685,149.45071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,30.0,NaN,NaN,NaN,NaN,115.83449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,32.0,NaN,NaN,NaN,NaN,116.58941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,34.0,NaN,NaN,NaN,NaN,117.20749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,36.0,NaN,NaN,NaN,NaN,117.71384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,38.0,NaN,NaN,NaN,NaN,118.12838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
