"Mean size of fish species in cm, weighted by fish numbers, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,10.081465,6.305904,5.4989586,4.6555657,69.24087,41.17053,41.742085,7.6371493,1.8867997,14.654878,32.615517,10.212179,5.3401957,2.2946208,2.872782,2.5896888,2.4550004
2.0,3.6386034,10.010092,7.352884,5.4840693,53.329536,54.74128,62.38841,16.335194,8.576923,14.330369,38.94985,12.29447,2.5937872,5.098702,4.84104,5.5756855,3.5832212
3.0,5.239126,13.163141,9.283352,8.620675,52.798534,64.61887,74.4224,11.088248,7.4653606,16.775036,42.869946,15.980182,4.6883965,5.8103375,8.783782,7.6962957,NaN
4.0,9.034267,13.011068,7.125385,7.6687503,55.2436,72.424614,82.90186,16.59004,7.45867,20.92318,44.936718,10.735524,5.823618,5.873502,11.596917,9.051392,NaN
5.0,10.371806,13.0480385,6.5907464,5.5556874,56.347878,79.009384,84.62518,15.448328,7.3377485,21.860373,44.209087,12.003383,4.793926,5.20568,13.272236,9.741153,NaN
6.0,9.749597,11.769676,4.884978,5.6830473,56.452496,84.9843,92.52222,18.430637,7.6358237,19.34841,42.21276,13.791061,4.229433,4.931037,12.016194,11.405966,NaN
7.0,10.568095,12.863019,4.0103765,6.659258,56.39567,89.93518,104.41908,14.816531,7.7162604,17.612617,40.85643,12.683004,4.377422,5.5047035,11.128184,NaN,NaN
8.0,9.233969,12.4785795,3.7621527,5.3448772,56.66119,94.1534,99.110275,19.590134,7.542869,18.175154,40.60106,11.937102,4.759662,5.1625323,11.3006525,NaN,NaN
9.0,9.72035,12.829455,3.8826106,4.799075,57.054848,97.619415,107.54786,15.259618,8.139378,20.114662,39.85461,12.568169,4.9635935,5.610248,11.146037,NaN,NaN
10.0,10.034795,13.048113,3.611241,4.51166,55.649784,100.0781,105.63781,19.64366,8.262776,19.86066,39.42014,12.148143,5.0168686,5.321413,11.209278,NaN,NaN
11.0,10.918564,13.574385,3.685466,4.197735,52.678913,101.83617,118.40505,15.12223,7.81235,18.806698,39.24294,12.126877,5.0304537,5.86506,12.671503,NaN,NaN
12.0,10.053192,12.390152,3.9034774,3.6721864,51.548725,103.504005,121.8263,18.35626,7.8684053,17.514238,39.11109,11.797417,5.2041135,5.318611,12.713124,NaN,NaN
13.0,10.059136,12.009084,3.8210862,3.8879976,51.79726,105.31487,130.0989,14.726754,7.7206464,18.04859,37.342533,12.246924,5.109252,5.328058,10.601504,NaN,NaN
14.0,9.797829,11.705764,4.2366953,4.0433784,52.50342,106.44504,132.10704,18.020622,7.494697,20.070282,39.501495,12.668048,4.687674,5.2328343,10.370567,NaN,NaN
15.0,10.35019,12.151851,4.555727,4.7976894,53.34103,107.51311,128.5321,15.002529,7.899443,21.302778,41.293674,13.421857,4.979631,5.283901,10.621601,NaN,NaN
16.0,11.028707,12.834107,4.654821,5.0455394,54.14167,108.34192,139.48105,18.410383,8.032756,19.654188,42.251434,13.296346,4.876522,5.457191,11.363298,NaN,NaN
17.0,11.2285185,13.0595045,4.6634245,5.5907,54.90821,108.75845,143.98602,15.00339,8.296131,19.014706,43.41302,13.579825,5.0975313,5.4342613,12.625273,NaN,NaN
18.0,11.736511,13.079809,4.901071,4.3164635,55.686325,109.40859,143.17606,19.030273,8.213426,19.359066,44.83785,13.160699,5.006821,5.3123994,13.384434,NaN,NaN
19.0,11.221892,13.411622,5.199621,4.379162,56.014294,109.8785,134.68623,15.912069,8.157108,20.41089,46.89715,14.78147,4.725408,5.4330072,13.959636,NaN,NaN
20.0,11.775144,14.193119,6.3985963,5.5257106,55.456367,110.40026,140.91348,18.514456,8.395846,21.162477,48.792534,14.9780855,4.716027,5.330917,13.411447,NaN,NaN
