"Mean size of fish species in cm, weighted by fish numbers, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,11.001053,5.8260355,5.2400236,7.634081,70.196754,41.142128,43.857765,8.093765,1.9444802,15.10393,32.82058,12.1689825,5.8559866,2.5332553,2.9934402,2.7341628,2.370218
2.0,3.775149,9.643908,7.0086317,5.6911726,55.092335,54.70538,62.35033,16.378273,9.353354,15.289273,39.020905,12.173703,2.5938995,4.509155,5.1474957,5.5046077,4.0545335
3.0,5.8429694,13.306149,9.469404,8.711891,53.63144,64.57008,74.05016,10.631428,7.324405,17.344255,43.151714,16.753326,4.6518865,5.705917,9.006075,7.595389,NaN
4.0,9.4384575,12.317186,6.5583744,10.73932,56.022743,72.37139,82.1932,16.581718,7.1692553,21.227015,45.371754,10.783094,5.8922596,5.767407,11.658297,8.891192,NaN
5.0,10.863321,12.54757,5.9777384,6.0680265,57.26497,78.93429,84.219215,14.685031,7.245592,22.757933,44.88825,11.941331,4.68585,5.225064,13.326077,9.713041,NaN
6.0,10.383947,11.068185,4.4051194,5.91349,57.345566,84.91581,91.36251,18.14315,7.5301166,20.464321,42.868225,13.913911,4.113612,5.0527787,12.21667,11.502224,NaN
7.0,10.952987,12.456197,3.7941482,7.187656,57.21172,89.841965,105.79314,14.521249,7.6774693,18.766705,41.402027,12.798019,4.2774415,5.635304,11.413905,NaN,NaN
8.0,9.957294,11.768459,3.6417706,5.766487,57.395493,94.085815,96.859,19.34708,7.430085,19.058153,41.11483,11.88264,4.5831122,5.1769085,11.47422,NaN,NaN
9.0,10.482085,12.236078,3.7847345,5.1991115,57.74615,97.59437,107.86533,15.359064,8.248294,20.777435,40.37815,12.828846,4.9154973,5.609863,11.389658,NaN,NaN
10.0,10.477244,12.501185,3.4811344,4.8389196,56.54899,99.9871,104.10885,19.503138,8.282915,20.768755,39.87265,12.5063505,4.887929,5.298958,11.413715,NaN,NaN
11.0,11.32803,12.933129,3.5973108,4.6928096,53.672985,101.74374,117.531265,14.68367,7.874606,19.686857,39.65107,12.179233,4.887889,5.8633614,12.806302,NaN,NaN
12.0,10.717902,11.644735,3.7030988,4.160544,52.309986,103.43938,123.67354,18.036665,7.8361344,18.734283,39.472286,11.760219,5.0373745,5.3861165,12.914939,NaN,NaN
13.0,10.694996,11.35359,3.691651,4.1259465,52.443264,105.21555,131.01672,14.213448,7.6700535,19.186182,37.96091,12.093905,4.940395,5.4215016,10.935425,NaN,NaN
14.0,10.515599,11.050485,4.1284947,4.2691298,53.111637,106.41714,133.01242,17.421995,7.505266,20.79604,39.78493,12.659666,4.5301447,5.431254,10.630326,NaN,NaN
15.0,10.837062,11.528269,4.333735,5.004399,53.93621,107.47362,126.42897,14.625676,7.8009744,22.021315,41.680527,13.426197,4.833748,5.2876277,10.864427,NaN,NaN
16.0,11.581508,12.212781,4.4387407,5.263919,54.73956,108.29258,138.86098,18.37408,8.02469,21.007046,42.730183,13.177806,4.725928,5.5629473,11.604956,NaN,NaN
17.0,11.910993,12.403131,4.415716,5.9746165,55.51061,108.70886,143.51306,14.8747225,8.371953,20.188602,43.954742,13.715353,4.9836645,5.452254,12.763537,NaN,NaN
18.0,12.113806,12.47007,4.711213,4.7062087,56.291386,109.35119,143.68398,18.49531,8.3683405,20.699934,45.539513,12.993382,4.95518,5.4618955,13.670572,NaN,NaN
19.0,12.098802,12.798337,4.9765835,4.510343,56.6923,109.835625,134.46864,15.540402,8.275542,21.635101,47.612125,14.635985,4.6112466,5.5108323,14.3750925,NaN,NaN
20.0,12.623311,13.597229,6.217664,5.7618723,56.263466,110.37281,139.28014,18.29791,8.421665,22.562765,49.63405,14.952535,4.6859202,5.4315963,14.2247305,NaN,NaN
