"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,3.6039808,3.6065063,4.14794,4.3804946,4.225316,4.790967,5.134871,3.7088447,3.9040427,4.013586,4.1415653,4.700008,3.3420053,3.652122,3.4058661,3.6256511,3.654532
2.0,3.3955114,3.708242,3.9662507,3.8987863,4.3098845,4.966173,5.2369094,3.663878,4.3719263,3.7892292,4.2536616,3.9708931,3.3048537,3.5811737,3.5297737,3.6718483,3.604612
3.0,3.3164222,3.727424,3.9845784,3.801213,4.2260714,5.006239,5.1187806,3.7186844,4.347885,3.8797872,4.185108,4.232139,3.301248,3.564951,3.7111824,3.645762,3.5038002
4.0,3.3823965,3.648251,4.0336165,3.8069413,4.1640368,4.968069,5.068461,3.7023473,4.299827,4.002694,4.147096,4.202218,3.3018827,3.6030557,3.8016348,3.6202188,3.5583866
5.0,3.407981,3.5955787,4.089514,3.737646,4.1595206,4.928822,5.041317,3.7073953,4.3631086,3.8792362,4.1504807,4.1488047,3.303516,3.5909188,3.8143015,3.830215,3.546905
6.0,3.4240627,3.6403594,4.009209,3.758113,4.133645,4.9100513,4.9558415,3.694616,4.3738084,3.8475251,4.1261115,4.1860695,3.3052719,3.6140924,3.791992,3.521538,3.538295
7.0,3.4442527,3.641429,4.015421,3.7740963,4.16054,4.934805,4.9464097,3.6993594,4.366436,3.8717666,4.143,4.1353803,3.304647,3.6016502,3.8154974,NaN,3.546195
8.0,3.4255967,3.6340554,4.000863,3.767619,4.1763053,4.9637647,4.991385,3.7077305,4.366414,3.958236,4.1658883,4.190567,3.3084855,3.631344,3.787627,NaN,3.5820115
9.0,3.4244175,3.6577728,4.036584,3.7777562,4.188028,4.9783573,5.040558,3.6929913,4.365018,3.8771517,4.174705,4.17292,3.30672,3.5841188,3.908347,NaN,3.6689923
10.0,3.4172795,3.6404815,4.0906034,3.7991061,4.196358,4.9895415,5.0249786,3.705522,4.3619785,3.8514552,4.172056,4.256652,3.309483,3.6135647,3.8466687,NaN,3.6404335
11.0,3.4105628,3.6377158,4.0341663,3.8229284,4.159081,4.986067,5.027499,3.7243042,4.342259,3.881945,4.1429625,4.1908126,3.311013,3.6026042,3.8091738,NaN,3.6770492
12.0,3.4239845,3.6669807,4.047863,3.8232024,4.1725593,4.9880233,5.063949,3.7056847,4.3705463,3.9355907,4.164284,4.1525674,3.305819,3.6073458,3.7997236,NaN,3.6251354
13.0,3.436814,3.6591544,4.068265,3.8133364,4.165258,4.9882927,5.0297704,3.7709687,4.360563,3.8758533,4.169816,4.2715535,3.3043408,3.5891137,3.8018212,NaN,3.658447
14.0,3.417733,3.6496964,4.024503,3.8258388,4.1386147,4.995771,4.9954443,3.7189555,4.3612375,3.873486,4.143223,4.1713076,3.30496,3.6142151,3.7967072,NaN,3.6568499
15.0,3.4189577,3.6511712,4.01851,3.7983053,4.1281524,4.994858,5.0285654,3.686249,4.3697686,3.9005706,4.145397,4.150334,3.3063405,3.6104608,3.8048337,NaN,3.628541
16.0,3.4136658,3.659543,4.0393853,3.8195324,4.1076236,4.9929433,5.0119834,3.7404003,4.349057,3.9244761,4.150197,4.1887994,3.3035333,3.592289,3.7976227,NaN,3.679619
17.0,3.4315405,3.6236045,4.049542,3.821126,4.107278,4.9973903,5.032882,3.7560782,4.357733,3.9136493,4.1631103,4.105689,3.3052218,3.627974,3.8094935,NaN,3.6560645
18.0,3.4255724,3.612021,4.093692,3.812448,4.089398,4.980617,5.041089,3.7414887,4.374183,3.8936007,4.1527567,4.154754,3.3054574,3.6096444,3.8829918,NaN,3.6239426
19.0,3.420628,3.6234024,4.1025567,3.783781,4.0442476,4.9617014,4.995414,3.7462103,4.3553104,3.9265254,4.1325493,4.0926104,3.30628,3.6007237,3.8506021,NaN,3.6704607
20.0,3.4207952,3.6058776,4.0945034,3.8004549,4.0245094,4.9680786,4.9694567,3.7738717,4.3850536,3.953905,4.1270614,4.125579,3.3033223,3.6081016,3.7442067,NaN,3.654908
