"% of prey species (in rows) in the diet of predator species (in col)"
"Time","Prey","AtlanticHerring in [0.000000, 4.000000[","AtlanticHerring in [4.000000, 16.700001[","AtlanticHerring in [16.700001, inf[","AtlanticMackerel in [0.000000, 1.700000[","AtlanticMackerel in [1.700000, 28.700001[","AtlanticMackerel in [28.700001, inf[","BlackSeaBass in [0.000000, 2.800000[","BlackSeaBass in [2.800000, 19.100000[","BlackSeaBass in [19.100000, inf[","Scup in [0.000000, 1.000000[","Scup in [1.000000, 15.500000[","Scup in [15.500000, inf[","SpinyDogfish in [0.000000, 80.900002[","SpinyDogfish in [80.900002, inf[","StripedBass in [0.000000, 5.000000[","StripedBass in [5.000000, 50.000000[","StripedBass in [50.000000, inf[","Goosefish in [0.000000, 5.000000[","Goosefish in [5.000000, 46.500000[","Goosefish in [46.500000, inf[","WinterFlounder in [0.000000, 0.780000[","WinterFlounder in [0.780000, 26.799999[","WinterFlounder in [26.799999, inf[","Squids in [0.000000, 1.900000[","Squids in [1.900000, 15.000000[","Squids in [15.000000, inf[","Flounders in [0.000000, 1.600000[","Flounders in [1.600000, 35.000000[","Flounders in [35.000000, inf[","SkateRays in [0.000000, 37.500000[","SkateRays in [37.500000, inf[","Hakes in [0.000000, 2.100000[","Hakes in [2.100000, 23.200001[","Hakes in [23.200001, inf[","Benthopelagics in [0.000000, 2.000000[","Benthopelagics in [2.000000, 4.000000[","Benthopelagics in [4.000000, inf[","MiscellaneousDemersals in [0.000000, 2.200000[","MiscellaneousDemersals in [2.200000, 17.500000[","MiscellaneousDemersals in [17.500000, inf[","ShallowDemersal in [0.000000, 2.300000[","ShallowDemersal in [2.300000, 22.100000[","ShallowDemersal in [22.100000, inf[","WhitePerch in [0.000000, 1.750000[","WhitePerch in [1.750000, 14.250000[","WhitePerch in [14.250000, inf[","AtlanticTomcod in [0.000000, 1.900000[","AtlanticTomcod in [1.900000, 15.000000[","AtlanticTomcod in [15.000000, inf["
1.0,"AtlanticHerring in [0.000000, 4.000000[",0.103180714,0.032198623,0.4000371,0.0,0.101363234,1.2516786,0.0,0.03324548,0.0,0.0,0.1297871,0.013159791,0.35799074,0.27531406,0.0,0.2567308,0.0,0.11005189,0.0,0.0,NaN,0.0,0.0,0.18202427,2.2543297,0.12450309,NaN,1.1543051,0.0,0.0,0.0,0.0,0.0017457774,0.0,0.09486455,0.11510692,0.25662422,0.31265298,0.3305647,0.0,0.009669198,0.31633896,1.4880592,0.0,0.12944216,0.60380363,NaN,8.115996E-5,0.0
1.0,"AtlanticHerring in [4.000000, 16.700001[",0.0,0.0,0.094403826,0.0,3.0031413E-4,5.370374,0.0,1.7174643E-4,9.552649,0.0,5.2834087E-4,7.418539,1.5112218,1.8029388,0.0,10.70187,10.718931,0.0,5.368013,5.054482,NaN,8.153733E-5,6.9439363,0.0,0.104077265,6.110965,NaN,7.903926E-4,18.646017,1.2069494,3.430281,0.0,0.0091313,14.701373,0.0,0.0,0.0,0.0,6.255792E-4,5.3763337,0.0,2.4983941E-5,5.6360497,0.0,1.1507589E-4,2.4065707,NaN,5.9593923E-4,2.069287
1.0,"AtlanticHerring in [16.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5916378,0.0,0.0,0.0048147826,0.42566532,1.796793,0.0,5.7510962,17.703676,0.0,3.5587177,9.920984,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,11.639953,0.013308311,2.9435148,0.0,0.0,12.250766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [0.000000, 1.700000[",0.0,0.14812116,0.0,0.03170572,0.002851794,0.0,0.5067128,0.14521787,0.0,0.0,0.005532167,0.0,0.16287448,0.16368449,0.0,0.0,0.0,0.05219499,0.0,0.0,NaN,0.0,0.0,0.646077,1.4098333,0.0,NaN,0.0,0.0,0.0,0.0,0.03940497,0.0,0.0,0.009896087,0.0,0.029583843,0.06863921,0.009199337,0.0,0.06993755,0.05879142,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [1.700000, 28.700001[",0.0,0.24829195,2.902231,0.0,4.206189E-4,3.3429852,0.0,0.34191883,1.6993134,0.0,9.607318E-5,1.3493658,3.312351,3.8760855,0.0,1.8419528,2.6553829,0.0,0.6991475,3.238548,NaN,9.562549E-4,0.6069523,0.0,5.342393,14.059179,NaN,0.04539711,0.9065625,2.977422,4.1294627,0.0,0.4125663,1.1141766,0.0,0.0,0.0,0.0,0.26014626,1.5657567,0.0,4.1487993E-4,5.369634,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"AtlanticMackerel in [28.700001, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09020002,0.88316244,0.0,0.0,1.557957,0.0,0.0067045377,5.4486856,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.020474289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [0.000000, 2.800000[",4.335848E-7,0.063524894,0.8344822,4.2873732E-4,3.9830676E-4,1.0961168,0.0052410816,0.11603149,0.0058351336,0.0,1.04700324E-4,0.0,0.02131055,0.020159082,0.0,0.0,0.0,2.2709802E-4,0.0,0.0,NaN,9.883646E-4,0.0,0.01774355,2.3313127,0.0,NaN,0.0020584185,0.0,0.0,0.0,6.0911337E-4,0.0033783203,0.0,2.227182E-4,2.33674E-5,0.00796732,4.2974533E-4,2.477431E-5,0.0,8.873017E-4,0.004990431,0.98986185,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [2.800000, 19.100000[",0.0,8.2779105E-4,0.20936257,0.0,3.4731133E-6,0.90536106,0.0,1.0133599E-4,0.18072352,0.0,1.1762959E-6,0.41137475,0.028681502,0.028844398,0.0,0.09382749,0.0517869,0.0,0.063338585,0.0013567946,NaN,1.0591902E-4,1.6232994,0.0,1.0097429,0.5718403,NaN,0.002766529,1.0041153,0.038492028,0.045803867,0.0,0.017565321,0.4507126,0.0,0.0,0.0,0.0,7.436996E-5,0.5272661,0.0,2.5541614E-5,1.1792163,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"BlackSeaBass in [19.100000, inf[",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10584118,0.0,0.0,0.0,8.428576E-4,0.015576086,0.0,9.110784E-4,0.24503615,0.0,0.10159464,0.27189532,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.45553032,0.0,0.0011426163,0.0,0.0,0.4215562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0
1.0,"Scup in [0.000000, 1.000000[",0.0,0.0014522546,0.0,6.6955964E-4,0.0014650046,0.0,0.041639663,0.011105045,0.0,0.0,2.888895E-4,0.0,5.179213E-4,6.2585983E-4,0.0,0.0,0.0,0.016224662,0.0,0.0,NaN,1.06704974E-4,0.0,0.023710506,0.06348483,0.0,NaN,0.0,0.0,0.0,0.0,0.012035288,0.0019802775,0.0,0.0024847281,0.003210309,1.5129457E-4,7.529517E-4,3.0947468E-4,0.0,8.809033E-4,0.010227868,0.0,0.0,0.0,0.0,NaN,0.0,0.0
