"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,0.99073166,5.810673,1.6557779,1.4491392,31.193872,35.64429,2.5944388,2.9083316,1.8037382,4.4318204,19.05576,2.6606271,1.0659424,1.5836735,1.6721739,1.554495,5.912367
1.0,2.0,17.789566,33.601917,30.55872,19.809568,52.79203,52.299316,37.776047,36.325603,NaN,33.337254,32.023235,31.401814,NaN,34.73857,23.418941,12.000302,22.806026
1.0,4.0,24.155485,38.373455,39.904774,25.446775,65.12988,69.671974,60.233414,43.528984,NaN,46.856106,41.086845,39.548904,NaN,37.20478,27.497837,16.208118,NaN
1.0,6.0,27.254488,40.396515,46.603336,29.69312,75.125854,80.24142,77.836266,45.0249,NaN,55.31494,46.880604,42.563942,NaN,38.20569,29.019138,19.707956,NaN
1.0,8.0,28.969227,41.288548,50.59627,32.69121,83.25862,87.59078,92.67132,45.384663,NaN,61.25725,50.737545,43.873867,NaN,NaN,29.569849,22.32121,NaN
1.0,10.0,29.888979,41.68556,NaN,34.787407,89.95822,92.35171,104.478615,45.472515,NaN,65.22306,53.303387,44.439728,NaN,NaN,29.746426,24.691776,NaN
1.0,12.0,30.388433,41.858902,NaN,36.157795,95.40258,95.53735,114.188065,45.493122,NaN,67.957954,54.53541,44.693882,NaN,NaN,NaN,26.502651,NaN
1.0,14.0,30.629953,41.935966,NaN,37.059727,99.861916,97.67526,122.19922,45.498234,NaN,69.85663,NaN,NaN,NaN,NaN,NaN,28.012564,NaN
1.0,16.0,NaN,41.97183,NaN,37.668888,103.50984,99.11518,128.81456,45.499424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.075657,106.468414,100.06551,134.19495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.94578,100.70445,138.60934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.94911,101.13046,142.23672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.58966,101.41755,145.21931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.93271,101.60276,147.59108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,115.032936,101.737335,149.68997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.933395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.67013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,34.0,NaN,NaN,NaN,NaN,117.273865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,36.0,NaN,NaN,NaN,NaN,117.76833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,38.0,NaN,NaN,NaN,NaN,118.17262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
