"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor","Mdis","Mdis","Mdis","Mage","Mage","Mage"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,0.8973735785690091,2.977782102227907,0.3626373989425145,0.0,1.5100762369277092,1.4315796793484514,0.007667012637092942,2.7734328448859576E-4,2.795288242763418E-4,0.0,0.0,0.11643201691508631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011760809789402654,0.0,0.0,0.016248371034993426,
2.0,2.3790346333544043,3.1916412407808497,1.4320553643878233,0.0,1.4780199573352104,1.4092948656826116,0.00863359841122822,2.741677463024993E-4,2.784358195425996E-4,0.0,0.0,0.12655215319033342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012783045776801356,0.0,0.0,0.019013203125340404,
3.0,1.6827942207457964,2.753591326816103,3.5143122828824342,0.0,0.7881063604994567,1.2409615381568024,0.008168800621351502,2.7293857719977937E-4,2.7289447469378345E-4,0.0,0.0,0.106204727998315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010727750302860104,0.0,0.0,0.010299985224964885,
4.0,0.6800631962155002,2.1673701240787904,3.343285848594392,0.0,0.535070859541444,0.9735563527196164,0.007525765297874584,2.72852905273953E-4,2.6790097914812034E-4,0.0,0.0,0.10333295296736858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010437672016905919,0.0,0.0,0.0,
5.0,0.5486424332211082,2.3398660424808373,4.6050842934147616,0.0,0.5989887573125018,0.08237108793608298,0.007444504410578915,2.7230446249568407E-4,3.534236883773782E-5,0.0,0.0,0.016095254522753358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625783285126602E-4,0.0,0.0,0.0,
6.0,0.6754790155998969,2.950882731801481,0.0,0.0,0.4315242779414266,0.0,0.007523358637578213,2.7110988794930817E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.8558909853847294,2.861835614460681,0.1893644780941991,0.0,0.4623611067963504,0.0,0.007636651184135253,2.7164399158937345E-4,1.048155304433411E-4,0.0,0.0,0.05902058774118279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.961675529412404E-4,0.0,0.0,0.0,
8.0,0.7649961344732229,3.0499815108406843,0.6068159719210452,0.0,0.46124097873898007,0.8713312337348469,0.007578262017280253,2.715174085344102E-4,2.795235067594962E-4,0.0,0.0,0.13709304254395666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013847782075147134,0.0,0.0,0.0,
9.0,0.7753990254290697,3.0351373101981327,0.8531843669983719,0.0,0.4315634795340945,0.853226171899218,0.00758576250809135,2.716932213822337E-4,2.791833146056361E-4,0.0,0.0,0.11533825486028011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001165032877376567,0.0,0.0,0.0,
10.0,0.8975436402683099,2.8943184431764992,0.43510913791166017,0.0,0.4808202680268579,0.6845785668447065,0.007662193906924579,2.7212139231448456E-4,2.7934658409815713E-4,0.0,0.0,0.11485448079872801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001160146270694222,0.0,0.0,0.0,
11.0,0.7526801858565475,2.754656002829116,1.358462116888883,0.0,0.5122876792990929,1.0574452804614785,0.007571515160533621,2.720015892368275E-4,2.797019268394699E-4,0.0,0.0,0.15791096127657409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00159506021491489,0.0,0.0,0.0,
12.0,0.6518161722349118,2.9566740661105597,1.5081508912055677,0.0,0.46803453668356054,1.016953525718082,0.007508457066294244,2.7112759050437524E-4,2.771756575178593E-4,0.0,0.0,0.11375003960812745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011489902990719945,0.0,0.0,0.0,
13.0,0.7615517845822102,3.051131997991663,2.175878843212191,0.0,0.3993956674932257,1.079055487556666,0.00757631656978848,2.7222171124970194E-4,2.7747604808152414E-4,0.0,0.0,0.11800916838753783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011920118018943218,0.0,0.0,0.0,
14.0,0.5421569530441948,3.0581211008473654,1.0481280773705055,0.0,0.4034335181671304,0.8762616390973091,0.007440816392571436,2.7254760144109684E-4,2.7903036778983444E-4,0.0,0.0,0.06137277838811091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.199270544253626E-4,0.0,0.0,0.0,
15.0,0.7074825901035099,3.220788565755441,0.6179683737416746,0.0,0.488430800184307,0.9242026993949263,0.00754279571052439,2.7296944838589576E-4,2.7943109311894E-4,0.0,0.0,0.08952479828340754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.042908917515913E-4,0.0,0.0,0.0,
16.0,0.7465291599829613,3.273252819699133,0.7076651800496773,0.0,0.4182367680041259,1.047298332284484,0.0075671201725442325,2.726447831415447E-4,2.794249132113939E-4,0.0,0.0,0.1488915478667305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001503955028956874,0.0,0.0,0.0,
17.0,0.7656686807825471,3.055302380778354,0.9465954119708305,0.0,0.46068375271137174,0.8188272494303914,0.00757907985354914,2.725630650883084E-4,2.7933366614793536E-4,0.0,0.0,0.15599113376732965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015756680178518145,0.0,0.0,0.0,
18.0,0.6548513399477296,3.6048055517441324,1.2587048206164437,0.0,0.4038658105474611,1.114532379856639,0.007510585943432135,2.7148717293162307E-4,2.794575225621981E-4,0.0,0.0,0.13959313345759225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014100316510867906,0.0,0.0,0.0,
19.0,0.6995281202756323,4.194367083475488,1.70599678018193,0.0,0.33185950037932366,1.0446624087402834,0.007538382307044149,2.709616422373126E-4,2.7593062120805334E-4,0.0,0.0,0.16920112335775522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001709102256138941,0.0,0.0,0.0,
20.0,0.634228567879042,4.711452398528797,2.0309037244505532,0.0,0.18406110842407197,0.9313335686044532,0.007498138501204424,2.7011796657253637E-4,2.7715355622454676E-4,0.0,0.0,0.20611904593845862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020820105650349355,0.0,0.0,0.0,
