"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,3.554525,3.8637211,4.332226,4.398868,4.2012215,4.778533,5.140374,3.6950006,3.905404,4.3651175,4.149305,4.6877394,3.335602,3.7196674,3.417321,3.6537137,3.9723816
2.0,3.4884264,3.7335463,4.108987,4.021939,4.3306065,5.0329795,5.328256,3.6790435,4.4434013,3.9620953,4.3019896,3.909444,3.2972448,3.5929985,3.4961905,3.660731,3.6137273
3.0,3.3955214,3.691633,4.079458,3.7414534,4.2870593,5.0623255,5.264351,3.8318918,4.4343214,4.0113077,4.2821307,4.4385204,3.3112116,3.5937643,3.5096073,3.591974,NaN
4.0,3.3847792,3.76968,4.042939,3.9303217,4.2147512,5.0072517,5.2136374,3.8269906,4.487102,4.0902853,4.243996,4.2339954,3.3069258,3.6039083,3.5101728,3.621534,NaN
5.0,3.408918,3.7742448,4.161027,3.856767,4.2121687,5.031811,5.2121253,3.8191361,4.499207,4.1433654,4.2576575,4.0778866,3.3105013,3.6350927,3.592648,3.6581254,NaN
6.0,3.4078276,3.7930121,4.1721745,3.87438,4.2125416,5.0835004,5.227286,3.8567526,4.511162,4.176837,4.26658,4.242878,3.3088307,3.6202164,3.6659157,3.650008,NaN
7.0,3.4206998,3.7740724,4.2182198,3.8721101,4.236765,5.07191,5.2545567,3.8333976,4.5159936,4.0982084,4.290435,4.2609663,3.306704,3.6081583,3.587134,NaN,NaN
8.0,3.4108648,3.7619507,4.22055,3.9340742,4.212114,5.086128,5.2243714,3.8499954,4.5115566,4.096753,4.3032002,4.1584635,3.3076131,3.626418,3.5606968,NaN,NaN
9.0,3.4213362,3.7642581,4.2723465,3.9493866,4.2513475,5.12352,5.270356,3.8500745,4.511426,4.1168485,4.3158345,4.280714,3.312517,3.6124992,3.5572255,NaN,NaN
10.0,3.401215,3.7462733,4.304625,3.964113,4.2581286,5.1344833,5.277942,3.8178248,4.5280294,4.2023587,4.3299522,4.361831,3.3096642,3.6155176,3.580782,NaN,NaN
11.0,3.4116368,3.7635148,4.264689,3.9647398,4.27538,5.1826577,5.2996383,3.811678,4.5358524,4.1752806,4.3620934,4.3276706,3.3159366,3.6042933,3.6491218,NaN,NaN
12.0,3.4280064,3.8015995,4.3292937,4.011138,4.24482,5.1599836,5.261296,3.8465438,4.5263057,4.120735,4.313382,4.3214316,3.3120806,3.597781,3.6831353,NaN,NaN
13.0,3.4191198,3.7624593,4.3014946,3.9929159,4.2169304,5.1583886,5.229522,3.8123467,4.518706,4.1011496,4.2919927,4.2286973,3.313685,3.6173673,3.6163974,NaN,NaN
14.0,3.3976974,3.760422,4.294116,3.9203691,4.1791096,5.124293,5.188907,3.7863545,4.5232935,4.124887,4.2576323,4.2469807,3.3072157,3.642906,3.5430048,NaN,NaN
15.0,3.4026434,3.738035,4.200377,3.9221442,4.1612186,5.097524,5.1688766,3.8324223,4.484441,4.139786,4.2496157,4.2047434,3.3113525,3.6045957,3.5058308,NaN,NaN
16.0,3.4101534,3.755681,4.2757425,3.9398038,4.177451,5.1110177,5.187209,3.817893,4.5107155,4.2032585,4.275973,4.227655,3.308495,3.6024885,3.527734,NaN,NaN
17.0,3.4370277,3.7554133,4.2836027,3.9632328,4.1619654,5.117092,5.17149,3.8330834,4.5504065,4.195359,4.2669063,4.2691164,3.3094132,3.6051216,3.5903358,NaN,NaN
18.0,3.4426587,3.7542553,4.2334986,3.9658647,4.116109,5.110527,5.121122,3.8318057,4.533677,4.084343,4.2152386,4.147174,3.3104832,3.6235704,3.7005014,NaN,NaN
19.0,3.4046507,3.7022407,4.218059,3.908979,4.082143,5.0757165,5.0830283,3.8610508,4.493956,4.1346836,4.1874886,4.152718,3.3098598,3.6074514,3.7114358,NaN,NaN
20.0,3.4058409,3.699495,4.1495175,3.8998487,4.0446177,5.0599527,5.0454464,3.8407338,4.5080585,4.195651,4.166428,4.3439345,3.3059916,3.5910974,3.7326386,NaN,NaN
