"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,3.5388358,3.8774452,4.3616266,4.361766,4.1860824,4.7669973,5.117744,3.6862707,3.7884395,4.3531413,4.136624,4.5921073,3.3280718,3.7351959,3.407402,3.6693797,3.895362
2.0,3.4310007,3.71384,4.132196,3.9944477,4.336955,5.0320034,5.327943,3.707077,4.4383426,4.002473,4.3111715,3.9362755,3.2987123,3.5956805,3.4597008,3.6443932,3.6916862
3.0,3.3751218,3.6667674,4.085534,3.7633219,4.2916427,5.066787,5.275412,3.8480692,4.465415,4.010736,4.2947454,4.4442625,3.3057206,3.5882962,3.4875891,3.58294,NaN
4.0,3.3781004,3.7552679,4.0972176,3.8945212,4.207706,5.0161514,5.2097178,3.8338754,4.5283136,4.084264,4.240108,4.253515,3.3069193,3.6069007,3.4922044,3.5851798,NaN
5.0,3.3947067,3.753237,4.1571126,3.8523345,4.203243,5.030002,5.2073417,3.829088,4.529184,4.1346135,4.250591,4.07365,3.308664,3.626473,3.5821674,3.6129014,NaN
6.0,3.3966086,3.7713623,4.190205,3.8641007,4.200939,5.074073,5.22432,3.8634574,4.5248847,4.182488,4.2578087,4.2371907,3.307538,3.618542,3.6495626,3.6006684,NaN
7.0,3.411213,3.7652802,4.2211432,3.8649786,4.224084,5.085073,5.2520556,3.8489602,4.5400066,4.0948133,4.289273,4.2530785,3.3074121,3.5965576,3.575644,NaN,NaN
8.0,3.4019074,3.7559707,4.2348795,3.940294,4.199996,5.0809855,5.225419,3.8349347,4.5199747,4.092012,4.2837048,4.1688623,3.3102868,3.6096919,3.5380065,NaN,NaN
9.0,3.4081368,3.758181,4.3017383,3.9480793,4.2446423,5.126809,5.270235,3.848939,4.535396,4.103635,4.310251,4.279801,3.3118527,3.6079512,3.5479445,NaN,NaN
10.0,3.3846836,3.7362726,4.303169,3.9540174,4.2506824,5.1387095,5.275655,3.838615,4.5403585,4.1822386,4.3084254,4.361795,3.3111346,3.5922399,3.5563736,NaN,NaN
11.0,3.3981917,3.756943,4.307048,3.9537885,4.26417,5.17717,5.291302,3.8398304,4.544058,4.181235,4.3474,4.3344283,3.3140752,3.6026456,3.6203156,NaN,NaN
12.0,3.4148781,3.7812352,4.3606086,4.000223,4.2351937,5.165437,5.2586617,3.8746889,4.5496836,4.1119514,4.3026624,4.3221393,3.312592,3.5972059,3.6775806,NaN,NaN
13.0,3.4072523,3.766898,4.32348,3.9839728,4.2037177,5.1564674,5.228274,3.8320937,4.5420184,4.1084585,4.2690177,4.240423,3.3127093,3.6094525,3.6212986,NaN,NaN
14.0,3.3876123,3.7568338,4.29057,3.932107,4.164689,5.122876,5.187055,3.8060617,4.537273,4.1208196,4.242743,4.21841,3.3089983,3.6294887,3.532322,NaN,NaN
15.0,3.3849044,3.7145855,4.2522893,3.936133,4.1473813,5.089291,5.1650615,3.8460748,4.5014167,4.1475244,4.2388597,4.2176957,3.3098102,3.6020248,3.4870312,NaN,NaN
16.0,3.3993595,3.748418,4.2984447,3.9338415,4.169243,5.1102047,5.18748,3.8115935,4.522906,4.195894,4.2657843,4.2224126,3.3079104,3.6088939,3.5113144,NaN,NaN
17.0,3.4162712,3.7501636,4.3125935,3.956098,4.154808,5.1203117,5.1738086,3.8711948,4.553625,4.1784296,4.2611256,4.2897596,3.3103137,3.5928922,3.5691228,NaN,NaN
18.0,3.4332497,3.7527149,4.2578855,3.9645846,4.101633,5.1045356,5.114639,3.8350153,4.5460787,4.0838194,4.209797,4.1474094,3.310688,3.6134803,3.6986163,NaN,NaN
19.0,3.3971806,3.7251647,4.2291656,3.899178,4.066248,5.0739202,5.076934,3.8917012,4.5166106,4.1295695,4.1785674,4.1813283,3.3085442,3.5953963,3.7112713,NaN,NaN
20.0,3.4007018,3.7183363,4.1685786,3.8813226,4.0229244,5.0544972,5.0370727,3.8757887,4.5147705,4.1919036,4.151064,4.2934337,3.3058457,3.58707,3.7476535,NaN,NaN
