year,AtlanticHerring,AtlanticMackerel,BlackSeaBass,Scup,SpinyDogfish,StripedBass,Goosefish,WinterFlounder,Squids,Flounders,SkateRays,Hakes,Benthopelagics,MiscellaneousDemersals,ShallowDemersal,WhitePerch,AtlanticTomcod
2000,166.8,477.5,3.8,161.4,646.4,28.7,55.6,230.9,1322.8,527.9,1179.3,108.7,622.4,943.9,49.5,0.0059,0.0024
