"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,15269.534,17160.766,80.45588,706.17346,10670.959,2044.1442,378.5389,4689.359,170511.55,4241.1914,9411.122,830.69794,61530.99,84950.09,32937.938,1.557504,0.11720183
2.0,9676.83,44663.035,98.792534,534.38916,9755.417,3377.8486,473.65536,3399.322,187780.34,10515.573,10542.617,1216.9457,28041.227,299658.0,33695.363,24.23264,5.7288915E-5
3.0,7911.3833,35578.94,148.83,853.97235,9350.042,3167.3696,546.59973,3062.3894,128538.375,12636.635,10870.184,909.7138,5476.549,59507.812,8287.714,27.827463,0.0
4.0,5754.413,20413.566,197.2256,1179.4963,9140.659,2246.9194,577.36346,2450.4773,80625.23,11429.835,10355.833,1282.4132,3944.6846,8525.468,2138.8362,21.55317,0.0
5.0,5246.219,19548.264,363.08646,2284.4377,9111.706,1504.694,584.4601,2497.4836,68925.91,10717.963,9576.407,2700.1973,6782.5693,6202.1807,1427.2607,10.858043,0.0
6.0,5836.471,25917.68,624.4409,4520.171,9211.269,1093.701,591.42725,2192.718,67956.7,14990.534,8878.426,1510.3158,7139.88,10964.264,2168.92,25.964605,0.0
7.0,6688.9136,28728.707,756.1107,6697.1274,9375.39,849.65717,602.8837,1198.3589,81238.37,15408.03,8206.831,1649.1775,5836.78,10319.726,2137.6895,1781.9498,0.0
8.0,6880.693,26021.502,799.6513,8245.45,9485.095,683.39813,608.1887,987.33777,74860.64,13029.038,7638.9336,2473.6204,3463.1584,7498.1875,1313.7477,5321.4507,0.0
9.0,6960.664,27382.99,869.1567,9485.977,9576.079,561.92725,600.1816,1460.3158,75567.266,11654.132,7161.9976,1915.3175,2959.7014,7071.2637,1041.3584,8816.604,0.0
10.0,6733.6064,29164.54,938.78375,10586.929,9645.233,480.42227,589.9083,1880.6119,69721.6,11916.254,6684.012,2010.2051,2966.0398,6392.8965,919.6444,11609.473,0.0
11.0,6154.61,28397.07,1028.5277,11179.975,9961.493,413.7559,570.9024,2031.4442,66634.51,12959.271,6151.485,2614.3447,2588.3896,5245.8115,820.2848,13871.109,0.0
12.0,6744.6064,27278.68,1083.6836,12332.109,10758.936,357.66406,555.344,2021.5648,64542.402,11970.447,5233.9707,2047.4216,3084.3914,5650.7866,717.19275,16557.56,0.0
13.0,6872.2803,25441.809,1141.3424,13966.3955,11967.707,311.91293,543.5948,2084.0833,69069.37,10296.283,3079.224,1671.6205,2613.3533,7584.609,717.3005,19138.477,0.0
14.0,7922.9497,24615.014,1273.4628,15044.548,13611.462,265.55103,533.5437,2610.8552,66995.87,8581.811,2596.6663,1999.0536,1951.4705,4931.9727,717.3523,21230.346,0.0
15.0,7198.715,25422.92,1310.2745,15848.656,15567.505,223.84845,520.6003,2908.1118,61453.97,9224.7295,2695.179,2144.392,1967.0702,4567.538,722.8173,23536.646,0.0
16.0,6740.6064,23450.787,1279.4626,16098.47,17852.002,194.51257,512.0328,2556.3718,55638.574,10722.789,2699.4448,1863.64,2173.0835,4642.014,746.3223,23848.328,0.0
17.0,6970.21,22571.068,1340.61,16266.123,20445.504,168.71486,506.07504,2227.9585,54631.367,9571.689,2600.226,1679.5773,1822.7498,4900.0635,703.26404,24779.463,0.0
18.0,7162.147,20063.447,1364.8081,16136.956,23273.943,142.7944,502.18985,2183.8262,54130.89,7948.4097,2434.2405,1606.1969,1371.5293,7497.4106,662.4094,24343.777,0.0
19.0,6929.7617,18216.955,1401.1041,16576.322,26309.6,119.9023,484.4972,2052.0657,56608.848,5769.3975,2219.594,1208.066,1498.5107,7542.237,650.9025,24482.725,0.0
20.0,7099.671,16571.139,1328.1879,17040.266,29517.904,101.203,463.0625,1925.4705,59315.477,4960.463,1986.3224,1060.8079,2009.9323,7827.147,721.90326,23375.078,0.0
