"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,24751.396,20507.213,97.35054,695.8042,11661.809,2117.0034,364.80746,2214.0393,197241.23,5452.4556,8855.669,1489.3276,43383.195,146291.75,36214.184,1.1613057,0.24098788
2.0,25647.229,43276.145,155.94753,637.17395,12183.487,3591.6208,428.52905,2136.33,185361.66,10572.763,9038.48,3491.9714,6026.783,621892.0,39931.008,4.1343284,0.008758375
3.0,38623.516,17600.78,338.10703,922.4413,12821.695,3759.8716,480.27258,1439.2915,119769.195,9637.172,8692.734,4597.401,3009.3333,109104.3,11844.417,2.043804,0.0
4.0,35223.215,18477.383,537.147,1168.0297,13546.713,3359.4753,553.5207,1087.8374,111901.25,4652.567,8111.35,5683.5244,3099.7085,56864.613,6663.2466,0.7009918,0.0
5.0,37127.375,24750.059,618.525,1820.9332,14406.117,2725.4963,639.6607,1337.0276,99119.445,8113.358,7508.362,7630.1694,4253.9155,65645.28,3585.9072,0.0749863,0.0
6.0,36066.08,19753.188,709.2219,2958.338,15494.105,2187.2014,746.8923,1288.3314,75155.37,14813.663,7237.5166,7673.99,3845.3843,73284.72,3192.4788,0.003677525,0.0
7.0,37051.91,21584.016,916.64484,3880.3567,16861.166,1776.5718,853.3777,927.0668,86477.83,10870.374,7315.9004,8251.307,3453.509,53994.64,3843.2483,4.506815E-6,0.0
8.0,37684.934,24238.531,966.0512,4388.4707,18451.729,1472.9321,1061.4258,956.0839,98171.74,5863.3027,7594.5566,8652.797,3168.826,109404.305,3409.016,0.0,0.0
9.0,39946.47,25478.865,1054.8595,5048.478,20175.068,1250.0475,1236.6798,741.9328,103770.79,8410.753,7751.9175,9300.479,3285.4482,91956.32,3248.048,0.0,0.0
10.0,42375.586,22255.027,1223.606,5456.531,22017.35,1033.3958,1414.8282,555.2212,101500.664,11441.079,7744.768,9261.404,3349.282,99381.0,3596.0837,0.0,0.0
11.0,41853.18,24669.723,1232.8892,5342.602,24132.836,839.6005,1408.7168,649.65765,93551.99,8807.2295,7648.429,8819.431,3507.2817,89860.24,3280.0134,0.0,0.0
12.0,42432.22,22358.467,1135.3633,5582.1577,27159.559,664.3257,1459.2216,719.08704,105080.04,6799.0923,7477.2305,8713.042,3451.9998,108108.26,2770.911,0.0,0.0
13.0,37785.184,22044.172,1144.0487,5305.996,31154.984,522.9785,1476.5691,632.04736,98114.5,7636.038,7017.036,7175.172,3123.4602,98834.586,2767.051,0.0,0.0
14.0,36779.97,23023.145,981.0032,4795.769,36108.164,390.30566,1506.7297,603.54083,95594.016,8322.134,6554.2407,7546.635,3737.5583,101948.45,2555.9526,0.0,0.0
15.0,36022.223,20192.715,972.6146,4707.0605,42049.09,280.41458,1652.4774,746.64966,88095.85,6196.864,5947.7812,7270.136,3357.5605,76300.42,2684.946,0.0,0.0
16.0,35261.465,18257.984,867.90845,4703.5093,49182.44,216.54912,1760.9006,627.5151,93703.586,5059.7656,5078.558,6647.8696,3646.7483,60413.75,1953.6447,0.0,0.0
17.0,34409.516,20247.014,821.02075,4412.624,57567.14,168.0808,1769.101,674.4257,85489.31,5622.883,4012.6794,6191.92,3212.7117,62005.7,1394.628,0.0,0.0
18.0,30628.8,20878.93,694.5107,4415.9653,67398.45,125.26102,1697.969,748.8667,71292.734,4703.9136,2907.282,5537.507,3479.6865,66856.65,1016.3663,0.0,0.0
19.0,30197.055,19224.703,604.35565,4188.184,78701.234,90.30849,1574.473,739.03394,63022.973,2808.6384,2004.8398,4591.357,3999.0164,55775.55,772.8012,0.0,0.0
20.0,29654.13,19766.264,511.68213,3721.851,91460.35,64.44447,1447.0828,543.7681,63814.74,1800.3444,1292.5034,3417.0454,3711.2546,56616.934,466.65955,0.0,0.0
