"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,1.029076,3.1290796,1.6464268,2.4405646,30.851013,36.56057,2.0968626,2.7613356,1.8047502,3.6805432,17.220736,4.889629,2.298758,1.6801087,1.7693403,2.2930431,2.7019198
1.0,2.0,18.429306,34.007675,30.434343,20.02519,52.542732,53.673115,37.548576,37.315907,NaN,34.01026,31.430006,32.62672,NaN,34.60422,23.406017,12.178652,23.489923
1.0,4.0,24.048552,38.756493,39.550102,25.74794,64.93066,70.59047,59.86986,43.786785,NaN,47.058117,40.61674,39.790276,NaN,37.17281,27.444473,16.46001,NaN
1.0,6.0,27.187464,40.551186,46.500984,29.890017,74.960785,80.90972,77.49179,45.078175,NaN,55.387646,46.52563,42.68656,NaN,38.18563,28.988441,19.871832,NaN
1.0,8.0,28.937262,41.36375,50.516407,32.858475,83.125336,88.03791,92.392006,45.40073,NaN,61.292603,50.50105,43.92921,NaN,NaN,29.55458,22.586355,NaN
1.0,10.0,29.870481,41.72003,NaN,34.888615,89.846695,92.65898,104.2412,45.475502,NaN,65.250435,53.140446,44.466763,NaN,NaN,29.743626,24.786964,NaN
1.0,12.0,30.37742,41.871708,NaN,36.220352,95.30947,95.74444,113.985245,45.494106,NaN,67.968575,54.407482,44.705452,NaN,NaN,NaN,26.621298,NaN
1.0,14.0,30.622486,41.94254,NaN,37.10226,99.78606,97.82313,122.04801,45.49846,NaN,69.86387,NaN,NaN,NaN,NaN,NaN,28.11868,NaN
1.0,16.0,NaN,41.97447,NaN,37.699883,103.44961,99.20594,128.68924,45.499603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.09419,106.44366,100.12855,134.08345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.9081,100.745636,138.52243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.91907,101.15812,142.16805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.564804,101.43688,145.16049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.912704,101.61085,147.52011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,115.01564,101.74201,149.72232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.919426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.65869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
