"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,1.0562929,2.3335688,1.7356306,1.6756907,30.801035,36.487167,1.8596573,2.9499152,1.8106648,3.7411804,16.578224,3.0003397,1.9465001,1.7034855,1.8947451,1.4909698,2.8191156
1.0,2.0,18.695814,33.84218,30.350538,19.77139,52.58632,53.00606,36.856976,37.482674,NaN,34.164032,31.254723,31.98162,NaN,34.67222,23.45136,11.998741,23.531483
1.0,4.0,24.1463,38.725456,39.397625,25.48843,64.96346,70.16196,59.403698,43.777576,NaN,47.137794,40.499302,39.55318,NaN,37.199913,27.460363,16.325132,NaN
1.0,6.0,27.2443,40.538807,46.412003,29.701147,74.986374,80.60899,77.1054,45.07588,NaN,55.471752,46.445827,42.583397,NaN,38.196766,28.99722,19.684813,NaN
1.0,8.0,28.968876,41.356396,50.46277,32.730625,83.14611,87.83874,92.0766,45.39962,NaN,61.365818,50.447517,43.887924,NaN,NaN,29.557505,22.447845,NaN
1.0,10.0,29.887669,41.715347,NaN,34.805138,89.86351,92.52656,103.983536,45.475178,NaN,65.30601,53.104588,44.448093,NaN,NaN,29.744898,24.676363,NaN
1.0,12.0,30.386236,41.869892,NaN,36.163136,95.323,95.65629,113.77293,45.493996,NaN,68.00951,54.37672,44.697094,NaN,NaN,NaN,26.531433,NaN
1.0,14.0,30.627438,41.941875,NaN,37.06536,99.79703,97.762215,121.86884,45.498436,NaN,69.89374,NaN,NaN,NaN,NaN,NaN,28.044687,NaN
1.0,16.0,NaN,41.974163,NaN,37.674576,103.458725,99.166534,128.54474,45.499725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.07685,106.45127,100.10152,133.96452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.91425,100.72784,138.42462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.92414,101.145905,142.08794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.56895,101.42893,145.09438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.916084,101.60667,147.45427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,115.01843,101.73904,149.60506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.92171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.660545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,34.0,NaN,NaN,NaN,NaN,117.26596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,36.0,NaN,NaN,NaN,NaN,117.76163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,38.0,NaN,NaN,NaN,NaN,118.167534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,0.0,1.9254988,7.6446185,1.984029,2.3442202,32.70871,47.354206,1.9990356,4.4900737,2.6574202,5.1993155,16.331573,5.857011,2.2387547,3.4906726,3.1478908,3.808917,4.0266504
2.0,2.0,15.553534,33.351887,33.66805,22.75229,50.36484,55.03964,41.04222,29.065218,NaN,33.886715,32.458218,33.88523,NaN,7.2861485,7.467361,10.375905,26.18101
2.0,4.0,22.603203,38.250446,39.394363,26.335732,63.877037,73.529785,58.099754,42.73749,NaN,47.986553,41.548862,40.83857,NaN,36.473385,26.975965,15.97406,NaN
2.0,6.0,26.610504,40.475643,45.550293,29.996162,74.1172,83.91703,76.43317,44.92821,NaN,56.685135,47.229195,43.36341,NaN,37.913628,28.861694,19.169672,NaN
