"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor","Mdis","Mdis","Mdis","Mage","Mage","Mage"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,2.673292214745059,4.870253152810076,0.10919819331150463,0.0,0.5420923478066679,0.4990829221597588,0.08361658847050091,1.4656530908527379,1.5136085578663738,0.0,0.0,0.7036539165523695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007107615318710802,0.0,0.0,0.011293931084658681,
2.0,4.057177497354843,4.4430164953368205,0.16125360911418013,0.0,0.256421224634623,0.4886884595085033,0.08952654784022972,1.4676566994073732,1.5135506680341135,0.0,0.0,0.4753936355678137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048019559148264,0.0,0.0,0.011363886393602245,
3.0,4.2588801791738815,2.7074524834323777,0.3093353938027872,0.0,0.2199974371698096,0.5612535285473677,0.09041961039141783,1.4742768800661386,1.46278094803887,0.0,0.0,0.4128950224031843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170656791951359,0.0,0.0,4.6543010539612555E-4,
4.0,2.3670476784074306,3.9844681179772476,0.2893803918762689,0.0,0.18008390907455302,0.5800287897560055,0.08223924559036382,1.4610230462509741,1.2957584341537498,0.0,0.0,0.3584562566550846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036207702692432793,0.0,0.0,0.0,
5.0,1.4748005013114054,3.9507439880423414,0.5925116349891276,0.0,0.0826532745665653,0.12668804332124944,0.07854233084942619,1.4826855161934602,0.3352749471614179,0.0,0.0,0.13405996060836728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001354141016246134,0.0,0.0,0.0,
6.0,1.8197572601032712,3.601376063814805,0.5096913442783355,0.0,0.13096695566789754,0.3477544200708786,0.07992601626583472,1.4837793992130743,1.5127674596832057,0.0,0.0,0.4490672333144079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004536032659741495,0.0,0.0,0.0,
7.0,2.0896140597526993,3.5312437233388927,0.5539322348307507,0.0,0.20682714969557583,0.2841239564255829,0.08106513878431461,1.4729861229896695,1.5117669238080291,0.0,0.0,0.34519886091938445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034868571810038836,0.0,0.0,0.0,
8.0,2.0875750779333275,4.047249717551616,0.4493012534750386,0.0,0.0662542274780417,0.2664569775867679,0.08103044940370958,1.4733866956228088,1.5076564290754504,0.0,0.0,0.2609050974427646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026354050246743892,0.0,0.0,0.0,
9.0,2.3882153323072424,3.9468714608749247,0.45737402252711984,0.0,0.08575631097617178,0.1895459897143888,0.08233566852842698,1.4838069482242935,1.5047556334192225,0.0,0.0,0.3325936608176381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033595319274508893,0.0,0.0,0.0,
10.0,3.0779380681401936,3.9222133606043967,0.6389798592038282,0.0,0.11779087498936427,0.36130817727226766,0.08523563998938359,1.47454075905423,1.5110383058150283,0.0,0.0,0.35414632737647067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035772356300653604,0.0,0.0,0.0,
