year,period,5,15,25,35,45,55,65,75,85,95,105,115,125
2000,0,179.0644058,320.900247,2098.397737,462.4533489,72.59869806,0.809375206,NA,NA,NA,NA,NA,NA,NA
2001,0,109.701313,1086.317429,3678.135526,1201.070777,208.8812357,41.88532748,0.12271612,NA,NA,NA,NA,NA,NA
2002,0,173.9025349,533.9244553,1792.828888,726.0826467,53.01534666,5.132417811,NA,NA,NA,NA,NA,NA,NA
2003,0,515.6410923,905.1493301,2090.043857,537.327291,75.9955413,0.763417479,41.17733403,NA,NA,NA,NA,NA,NA
2004,0,428.9742362,594.8848858,2106.526192,348.6469504,24.59241717,NA,4.107205957,NA,NA,NA,NA,NA,NA
2005,0,74.27162136,562.3527601,1909.332493,497.8059723,58.73076541,1.160138765,NA,49.71766378,NA,NA,NA,NA,NA
2006,0,324.2320162,1235.245644,1415.157052,606.4341741,59.14521839,2.624491855,NA,NA,NA,NA,NA,NA,NA
2007,0,84.65287838,411.3893521,1096.51716,799.6882568,43.76188638,11.54944463,NA,NA,NA,NA,NA,NA,NA
2008,0,170.5626652,1212.861553,2117.261651,839.0975165,95.72171843,0.547510269,NA,NA,NA,NA,NA,NA,NA
2009,0,34.43058074,1051.523901,2651.77412,978.7988157,73.79147927,4.073233625,0.969894893,NA,NA,NA,NA,NA,NA
2010,0,121.4192157,1549.107638,4589.416754,878.2712824,81.02977636,6.95434249,0.554683212,NA,NA,NA,NA,NA,NA
2011,0,16.87165481,1357.863059,3138.501429,943.838221,82.63666825,23.4468679,5.535198423,5.372497038,NA,NA,NA,NA,NA
2012,0,27.83446583,2008.246327,4789.851037,1526.221399,152.3307225,9.393273401,0.142388673,NA,NA,NA,NA,NA,NA
2013,0,72.64547345,542.4554822,1353.941742,659.6233665,45.52267481,NA,NA,NA,NA,NA,NA,NA,NA
2014,0,34.94718526,796.2103577,3182.128862,818.5476261,105.4340471,5.781105114,NA,9.914551531,NA,NA,NA,NA,NA
2015,0,4.678579177,448.0044775,1325.866458,599.5386725,79.92664691,NA,NA,NA,NA,NA,NA,NA,NA
2016,0,19.50126704,391.8994336,2023.925471,947.875405,174.8132713,7.606857566,1.006819511,NA,NA,NA,NA,NA,NA
2017,0,0.539907252,518.6668372,111.6107342,81.47114652,6.086319848,0.354189001,NA,NA,NA,NA,NA,NA,NA
2018,0,22.82441894,994.1711994,3541.931908,830.1170685,49.8770938,2.379443147,5.522480167,NA,NA,NA,NA,NA,NA
2019,0,39.30642017,2083.16186,4888.116307,1211.386991,120.9261545,2.750460447,NA,NA,NA,NA,NA,NA,NA
