"% of prey species (in rows) in the diet of predator species (in col)"
"Time","Prey",AtlanticHerring,AtlanticMackerel,BlackSeaBass,Scup,SpinyDogfish,StripedBass,Goosefish,WinterFlounder,Squids,Flounders,SkateRays,Hakes,Benthopelagics,MiscellaneousDemersals,ShallowDemersal,WhitePerch,AtlanticTomcod
2.0,StripedBass,0.0,0.0,1.0685048E-6,0.0,0.0015595806,0.002025438,0.004621934,0.0,0.0,0.0018905777,2.1910893E-7,3.4838093E-5,0.0,1.23549565E-11,0.0,0.0,0.0
2.0,Goosefish,0.0,3.3710406E-11,7.0941173E-6,2.217249E-7,0.008553755,0.0012639695,0.05428447,0.0,0.0,0.024823474,2.09033E-4,2.1199672E-4,0.0,1.0725316E-8,0.0,0.0,0.0
2.0,WinterFlounder,2.4071272E-5,3.7188365E-5,6.086185E-5,2.051299E-6,0.02144775,0.019631939,0.06986827,1.2379799E-5,5.1159917E-5,0.010013829,3.046033E-5,2.701461E-4,4.900356E-5,6.5542777E-6,9.149572E-4,2.622959E-4,9.815028E-5
2.0,Squids,0.049618755,0.3965698,0.3972018,0.2727148,37.225914,29.532618,50.936546,16.581127,1.5447052,40.122925,22.087574,2.7394545,0.4764709,0.41780782,0.55495375,0.0,0.0
2.0,Flounders,0.042794537,1.5148983E-4,1.5843539E-4,3.2742234E-4,0.06277784,0.019852322,0.43814945,0.0024613796,0.0013144256,0.07506974,0.0012050134,0.0014797818,0.0077323583,0.0048203664,0.008783925,3.943471E-4,2.8966708E-4
2.0,SkateRays,3.4606123E-6,4.6612512E-4,8.851214E-4,5.398364E-4,0.58529806,0.3364627,2.7474003,0.012780587,0.0026075966,1.4492625,0.045276932,0.018906536,0.0,5.5116194E-4,4.0988208E-4,0.0,0.0
2.0,Hakes,1.2696638E-5,0.004210789,0.0017837851,0.0013651642,0.1325164,0.030263465,0.68362075,0.0021388968,7.296817E-4,0.17614014,0.0038705159,0.003519164,9.289134E-4,1.5316992E-4,2.4349523E-4,0.0,0.0
2.0,Benthopelagics,0.010340744,0.34865296,0.08235312,0.0758215,2.1612186,11.203739,1.0346311,5.55332,0.34979582,5.036355,2.0780234,0.4168339,1.0182723,0.5665682,0.4619309,14.15795,8.500822
2.0,MiscellaneousDemersals,0.64333004,0.069351025,0.03692736,0.14367306,5.1162663,10.827177,4.8176227,3.3434858,0.30636576,5.2995872,2.542115,0.44415265,1.6616541,0.96105546,0.3115795,0.4345315,2.9730105
2.0,ShallowDemersal,0.0097086225,0.0012404281,0.0016626922,0.0024170838,0.5342851,2.2431319,0.97133327,0.20470223,0.015445242,1.4288464,0.17451096,0.014137899,0.01609426,0.012335631,0.04396663,1.1464851,2.392795
2.0,WhitePerch,1.5718985E-9,0.0,0.0,0.0,0.0,2.9494934E-4,0.0,1.1982177E-5,0.0,3.72024E-4,0.0,0.0,1.6844082E-8,8.169086E-8,3.064883E-7,2.593614E-7,1.0886844E-6
2.0,AtlanticTomcod,0.0,0.0,0.0,0.0,0.0,3.4633474E-4,0.0,0.0,0.0,3.7881674E-4,0.0,0.0,0.0,6.280352E-8,0.0,0.0,0.0
2.0,Diazotrophs,0.225279,0.08900584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28092334,0.0,0.043567147,0.014030467,0.0
2.0,LargePhytoplankton,4.7644807E-8,4.1348653E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3832893E-7,0.0,3.6720112E-7,9.780156E-8,0.0
2.0,LargeZooplankton,2.1423771,28.557697,6.1800156,5.7410197,5.1034718,3.6940277,0.6960381,3.0891912,9.565944,0.59208274,3.1781976,14.171524,25.674417,5.0440326,16.648664,9.446231,1.0759175
2.0,MediumPhytoplankton,2.14169,0.6820659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0700608,0.0,1.7423677,0.17418413,0.0
2.0,MediumZooplankton,24.751223,28.218662,11.881292,11.9768095,1.914755,1.0545927,0.0,3.19315,9.282654,0.0,1.2579175,12.703368,26.316927,4.066192,31.851639,7.7749257,0.9075964
2.0,SmallPhytoplankton,36.78688,21.03124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.120922,0.0,22.187822,3.0559413,0.0
2.0,SmallZooplankton,33.122654,20.511703,3.3254397,12.528551,0.0,0.0,0.0,1.3537424,0.0,0.0,0.0,2.244833,26.22628,0.11089484,26.09761,5.95901,0.5279434
2.0,Benthos,0.0,0.0,77.91446,69.23778,45.527832,39.395103,34.528126,66.1448,78.81413,43.392174,68.01184,67.12989,0.0,88.775085,0.0,57.549957,83.603714
3.0,AtlanticHerring,0.09636059,0.0012442617,4.451303E-4,0.0015835047,0.06490256,0.23592399,0.15988977,0.08664836,0.013685218,0.38343918,0.037389748,0.0034625886,0.13415304,0.012225376,0.0011310322,0.02829268,0.011664382
3.0,AtlanticMackerel,0.0038747704,0.10042286,0.12119869,0.022761479,1.0867054,0.7779053,1.9804807,0.4647454,0.114116445,1.1436664,0.639006,0.122549355,0.0126524335,0.050535295,0.029846314,0.0,0.0
3.0,BlackSeaBass,2.0927742E-5,7.8281073E-4,2.8057938E-4,2.5168454E-4,0.013037802,0.005344196,0.12405771,0.0014711774,6.8286224E-4,0.015242979,0.0021931385,0.0060933763,2.711688E-4,3.8847642E-4,5.772018E-4,0.0,0.0
3.0,Scup,2.6337731E-5,0.0014348826,0.0010742246,2.0523983E-4,0.07258591,0.027039962,0.810821,0.00216374,9.511456E-4,0.15283792,0.0025921606,0.012192181,0.0018745263,1.5251093E-4,8.3241495E-5,0.0,0.0
3.0,SpinyDogfish,0.0,0.0,4.6897712E-5,0.0,0.05452946,0.024287077,1.2589241,0.0,0.0,0.113248885,2.4589465E-4,0.0059656585,0.0,0.0,0.0,0.0,0.0
3.0,StripedBass,0.0,0.0,1.6405554E-8,0.0,8.4894075E-4,8.755147E-4,0.008200154,0.0,0.0,2.039668E-5,0.0,1.1802858E-5,0.0,0.0,0.0,0.0,0.0
3.0,Goosefish,0.0,0.0,1.5825685E-6,0.0,0.0057744887,6.100947E-4,0.098401144,0.0,0.0,6.745905E-4,0.0,2.3463166E-4,0.0,0.0,0.0,0.0,0.0
3.0,WinterFlounder,4.1291416E-5,6.740552E-5,5.058579E-5,9.880481E-8,0.009071956,0.0058836704,0.09785475,2.3989774E-5,3.7897342E-5,0.0051679197,2.7338443E-5,3.9030445E-5,2.6565081E-5,6.111001E-5,5.967289E-4,2.4996818E-5,1.13836495E-5
3.0,Squids,0.06543018,0.48567367,0.6496156,0.35824144,31.805017,23.946524,48.045757,14.539811,1.4216642,37.17385,20.02752,3.1010013,0.3921963,0.81609887,0.08475929,0.0,0.0
3.0,Flounders,0.025818953,3.5167817E-5,7.297506E-5,5.355776E-4,0.046323303,0.013356795,0.80909175,0.0031885381,0.0015938107,0.037239283,1.3343473E-4,0.0033804784,0.009276473,0.0019096673,7.076222E-4,3.7953572E-4,1.7662142E-5
3.0,SkateRays,5.048013E-6,4.5252068E-4,6.868531E-4,5.7196483E-4,0.5411798,0.3204064,5.0081177,0.01627668,0.0023302438,1.4709082,0.04450732,0.043993864,0.0,8.7282725E-4,1.5731789E-4,0.0,0.0
3.0,Hakes,8.436859E-6,0.0011476552,4.3092496E-4,3.8516542E-4,0.08959462,0.01877011,1.1780555,0.0010096809,4.902768E-4,0.037601527,0.0012504393,0.003578518,5.207795E-4,8.258358E-5,1.5250989E-5,0.0,0.0
3.0,Benthopelagics,0.008377112,0.40886468,0.09584288,0.109945536,2.2608774,10.274159,1.1619798,5.9960713,0.35127646,5.114492,2.1526856,0.5010267,1.0344151,0.47967467,0.14510491,20.727095,12.958159
3.0,MiscellaneousDemersals,0.2205311,0.07186805,0.09266062,0.09758216,10.299176,24.2951,11.517675,7.8063345,0.5360782,12.255745,5.3805356,0.9088829,1.0747718,1.0647048,0.38960874,1.4581771,3.4278202
3.0,ShallowDemersal,0.056559384,1.8497676E-4,0.0029862202,6.35118E-4,0.28321743,1.5801659,0.7847807,0.14042413,0.026999451,0.7869867,0.09990903,0.022652455,0.04860017,0.054138966,0.03480936,2.8778663,1.4862493
3.0,WhitePerch,2.6088762E-10,0.0,0.0,0.0,0.0,4.1661697E-4,0.0,7.59911E-8,0.0,1.9129265E-4,0.0,0.0,1.5248864E-8,5.3334666E-8,2.0080828E-8,2.4762252E-7,2.3532507E-6
3.0,AtlanticTomcod,0.0,0.0,0.0,0.0,0.0,3.2304466E-4,0.0,0.0,0.0,3.7736204E-4,0.0,0.0,0.0,7.495657E-12,0.0,0.0,0.0
3.0,Diazotrophs,0.28756437,0.15110427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73490417,0.0,0.042358004,0.02880322,0.0
3.0,LargePhytoplankton,5.5396182E-8,3.8237607E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0818563E-7,0.0,3.5206864E-7,8.579436E-8,0.0
3.0,LargeZooplankton,2.19091,27.92103,6.241252,5.649893,5.4535975,3.1670706,0.0014945482,3.1690857,10.182103,0.072418205,3.5179613,13.583128,24.621243,5.5859876,14.498913,7.4102373,1.0405337
3.0,MediumPhytoplankton,2.2711978,0.7626397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0556725,0.0,1.5844474,0.17608292,0.0
3.0,MediumZooplankton,26.127048,27.318254,10.991035,11.6756935,2.196819,0.74048793,0.0,3.8274636,9.507164,0.0,1.5673429,12.242734,25.97704,5.281615,34.434086,7.371575,1.0455544
3.0,SmallPhytoplankton,34.352962,21.388184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8337,0.0,23.586731,2.6131263,0.0
3.0,SmallZooplankton,34.293262,21.38661,3.6520975,12.210378,0.0,0.0,0.0,1.5567012,0.0,0.0,0.0,2.2116885,27.068686,0.095673315,25.166069,5.40209,0.6221659
3.0,Benthos,0.0,0.0,78.15022,69.87134,45.71674,34.56535,26.954418,62.38858,77.84083,41.23589,66.5267,67.22739,0.0,86.55588,0.0,51.90625,79.40782
4.0,AtlanticHerring,0.14641774,0.0017307507,1.9262177E-4,9.06888E-4,0.08766049,0.24682395,0.21122502,0.11748938,0.02007219,0.44708735,0.05793042,0.001981985,0.20706731,0.028221557,1.3754124E-4,0.012909417,NaN
4.0,AtlanticMackerel,8.064165E-4,0.012647561,0.066651694,0.011764286,0.7730464,0.7469421,1.509638,0.36594957,0.06388601,0.99054956,0.40101087,0.025043096,0.015168803,0.092333436,0.016346604,0.0,NaN
4.0,BlackSeaBass,7.372099E-5,0.0010375488,6.1161903E-4,2.9311908E-4,0.019082,0.0036969732,0.18620124,0.0032430566,0.0013012821,0.03504634,0.0055645825,0.002890097,3.5184284E-4,8.3130004E-4,5.3739257E-4,0.0,NaN
4.0,Scup,2.1661679E-5,0.003041981,8.356622E-4,2.1823701E-4,0.05329175,0.019922733,1.280521,0.0021597266,0.0011479517,0.04537709,0.0027733839,0.004261085,0.021449504,2.9383844E-4,1.07749926E-4,0.0,NaN
4.0,SpinyDogfish,0.0,0.0,5.1877003E-5,0.0,0.056031633,0.034578357,2.6973386,0.0,0.0,0.1177496,2.9044517E-4,0.0021090282,0.0,0.0,0.0,0.0,NaN
4.0,StripedBass,0.0,0.0,7.1157715E-12,0.0,2.8925514E-4,1.8012672E-4,0.012955288,0.0,0.0,0.0,0.0,6.7859203E-9,0.0,0.0,0.0,0.0,NaN
4.0,Goosefish,0.0,0.0,0.0,0.0,0.0014668584,1.0970245E-4,0.14498709,0.0,0.0,0.0,0.0,1.4650821E-10,0.0,0.0,0.0,0.0,NaN
4.0,WinterFlounder,5.4710148E-5,1.5250524E-5,3.1436466E-5,2.5642746E-7,0.0031369703,0.003612549,0.11947883,2.668756E-5,2.6669708E-5,0.0049806824,2.2743627E-5,1.2191452E-5,3.42189E-5,3.4868066E-5,8.1857643E-4,8.264337E-5,NaN
4.0,Squids,0.040754348,0.63011986,0.646361,0.20412505,31.119099,19.921793,41.85932,13.619929,1.3830272,35.37496,18.875841,2.8149092,0.3870404,2.7367575,0.04366743,0.0,NaN
4.0,Flounders,0.05501511,4.12707E-5,4.9339455E-5,2.779253E-4,0.04166347,0.014322141,1.4730743,0.004564196,0.0016290799,0.009691375,0.0,0.0020175232,0.018757915,0.0037925786,0.0052062557,6.407682E-4,NaN
4.0,SkateRays,8.262628E-6,5.9989555E-4,6.1707565E-4,5.462899E-4,0.53264344,0.36744094,7.8100624,0.019524354,0.0028086863,1.5300064,0.060364705,0.014587288,0.0,0.006012256,2.2498178E-5,0.0,NaN
4.0,Hakes,1.6788217E-5,0.004044227,6.530772E-4,0.0015747765,0.08305067,0.01648565,2.0009844,0.0050285487,0.0013055463,0.021900425,0.008166488,0.0038409375,0.0012306212,6.269585E-4,5.847216E-5,0.0,NaN
4.0,Benthopelagics,0.007981527,0.3357858,0.03407094,0.07340293,2.4737928,9.434209,0.74035686,5.3015804,0.3881029,4.7741265,2.0978591,0.6288483,1.1401374,1.1110214,0.065831974,18.2063,NaN
4.0,MiscellaneousDemersals,0.27804035,0.012113164,0.013593089,0.039494403,8.092644,27.545235,16.531425,2.891069,0.10100642,11.849503,3.0570216,0.24437703,0.24305746,0.8889717,0.11009417,0.01397371,NaN
4.0,ShallowDemersal,0.16920283,0.022734229,0.0046130912,0.0011426607,0.60308987,2.6474,0.82161546,0.72234184,0.12271883,0.79198015,0.27550083,0.008020136,0.11973742,0.541741,0.25226623,5.567702,NaN
4.0,WhitePerch,1.3687413E-9,0.0,0.0,0.0,0.0,3.0456917E-4,0.0,9.977742E-8,0.0,6.5505556E-5,0.0,0.0,8.5595445E-8,1.2185059E-7,4.90489E-8,8.343938E-7,NaN
4.0,AtlanticTomcod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
4.0,Diazotrophs,0.21036701,0.05151482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112693034,0.0,0.033560835,0.009959506,NaN
4.0,LargePhytoplankton,7.1247634E-8,4.21681E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5037678E-7,0.0,3.721913E-7,5.6042104E-8,NaN
4.0,LargeZooplankton,2.8026123,25.42171,5.999826,5.7507787,5.839878,3.3387022,0.0,3.6062393,10.1790085,0.0,3.4706912,13.617972,25.485268,4.6150594,16.700605,5.588946,NaN
4.0,MediumPhytoplankton,2.2446942,0.666515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721967,0.0,1.2942343,0.24099486,NaN
4.0,MediumZooplankton,26.965544,28.835066,12.447252,12.132754,2.4942238,0.6981427,0.0,4.8364215,9.6629095,0.0,1.6183897,12.518563,26.780798,4.175883,36.870735,11.200918,NaN
4.0,SmallPhytoplankton,32.78639,25.521027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.917713,0.0,19.289373,6.2204413,NaN
4.0,SmallZooplankton,34.292004,18.480259,3.0711567,11.8777685,0.0,0.0,0.0,1.5200806,0.0,0.0,0.0,2.0563326,25.577295,0.056601416,25.316397,11.200936,NaN
4.0,Benthos,0.0,0.0,77.71343,69.90495,47.72591,34.9601,22.600813,66.98435,78.071045,44.006973,70.06857,68.05424,0.0,85.74182,0.0,41.736195,NaN
5.0,AtlanticHerring,0.117641896,0.003128092,6.3982315E-4,0.0017215747,0.113890626,0.3185096,0.27902773,0.1586491,0.022524018,0.5152323,0.076220974,0.0016440486,0.16030303,0.036542606,2.397534E-4,0.00341543,NaN
5.0,AtlanticMackerel,9.77572E-4,0.028456125,0.04478492,0.005741588,0.65533566,0.5508272,1.8122908,0.24012385,0.04886265,1.0031363,0.35181704,0.012477515,0.0051571936,0.013525899,0.005012336,0.0,NaN
5.0,BlackSeaBass,1.1696599E-4,0.0011270859,5.2890065E-4,4.7426228E-4,0.017946014,0.0043442906,0.19353893,0.0034269972,0.0013033557,0.0379004,0.0061160284,0.0038954937,4.239615E-4,4.1451398E-4,7.002755E-4,0.0,NaN
5.0,Scup,2.7481728E-5,0.0062029357,6.6196715E-4,1.3039776E-4,0.037846617,0.01260791,1.8410487,0.0011780356,0.0014732117,0.012128443,0.004053469,0.0056917313,9.925378E-4,1.7551938E-4,7.74316E-5,0.0,NaN
5.0,SpinyDogfish,0.0,0.0,1.3323697E-4,0.0,0.046406273,0.040666707,4.6806087,0.0,0.0,0.09810594,2.9951398E-4,0.0018222976,0.0,0.0,0.0,0.0,NaN
5.0,StripedBass,0.0,0.0,0.0,0.0,5.542989E-7,9.3774617E-7,0.016140144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
5.0,Goosefish,0.0,0.0,0.0,0.0,0.0,0.0,0.10589261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
5.0,WinterFlounder,5.8946538E-5,4.0644536E-5,2.7639648E-5,1.8893631E-7,8.264915E-4,0.0021822157,0.123558305,1.2651655E-5,1.5197317E-5,0.0022122792,1.2312378E-5,1.2740406E-5,2.0393585E-5,8.683798E-6,8.0301706E-4,2.9750201E-5,NaN
5.0,Squids,0.046785276,0.8469313,0.53858125,0.19849204,32.280075,20.029453,40.08448,13.468435,1.5064855,38.780476,18.156956,1.8668846,0.37387127,0.477052,0.067384064,0.0,NaN
5.0,Flounders,0.029201591,5.667612E-4,1.226422E-4,3.6834023E-4,0.031063441,0.010960649,2.1925945,0.0024564643,0.0016718805,7.056727E-7,0.0,0.0011995736,0.009432601,0.0036105406,0.0075084474,2.741883E-4,NaN
5.0,SkateRays,1.6773234E-5,0.0015866674,7.588272E-4,5.62764E-4,0.56831807,0.44088152,9.496994,0.014376432,0.0051573226,1.7140754,0.058809258,0.007652866,0.0,0.0016785234,1.1612285E-5,0.0,NaN
5.0,Hakes,2.8678622E-5,0.0034869318,0.0018157876,0.001202175,0.055905838,0.009202624,2.951705,0.0030092823,0.0016924837,0.015136205,0.007806497,0.0025259063,0.0012122586,2.362824E-4,4.3894644E-5,0.0,NaN
5.0,Benthopelagics,0.011824124,0.42768788,0.17568724,0.067063816,2.6541605,10.162908,1.0405663,7.1100388,0.48178178,5.511463,2.2222352,0.4833207,0.98174024,0.65260977,0.05507327,13.846718,NaN
5.0,MiscellaneousDemersals,0.5616298,0.055735156,0.06556204,0.15407954,9.314887,32.77127,19.143824,4.689959,0.33582008,11.742578,3.2070186,0.50922185,1.2786618,1.0022342,0.24573499,0.11119116,NaN
5.0,ShallowDemersal,0.24507773,0.031108301,0.029543484,9.880097E-4,0.58352524,2.7336402,1.0658021,0.70351946,0.16450602,0.7189717,0.26464668,0.006585836,0.14560108,0.16316535,0.44859523,5.176263,NaN
5.0,WhitePerch,2.4275029E-9,0.0,0.0,0.0,0.0,3.4618573E-4,0.0,2.5045495E-7,0.0,1.1692811E-5,0.0,0.0,4.67058E-8,1.1099103E-8,4.5848903E-8,2.3442803E-6,NaN
5.0,AtlanticTomcod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
5.0,Diazotrophs,0.13766988,0.046904806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06855016,0.0,0.032772988,0.01222115,NaN
5.0,LargePhytoplankton,8.552316E-8,4.794157E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3898073E-7,0.0,4.1127686E-7,5.872031E-8,NaN
5.0,LargeZooplankton,3.5714018,25.394049,6.6296926,6.2483053,5.832714,2.6081417,0.0,3.2774224,11.031946,0.0,3.731188,15.185962,26.702147,5.182937,16.675762,6.1602206,NaN
5.0,MediumPhytoplankton,2.3078449,0.73282206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99543655,0.0,1.3439262,0.28495532,NaN
5.0,MediumZooplankton,26.030087,29.010366,12.05857,12.616699,2.0654547,0.46645418,0.0,3.9124699,9.486833,0.0,1.5186166,13.346547,25.786873,4.056376,36.76865,12.482545,NaN
5.0,SmallPhytoplankton,33.23228,25.48766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.720295,0.0,18.00053,6.6368265,NaN
5.0,SmallZooplankton,33.70733,17.92214,3.1778626,11.952383,0.0,0.0,0.0,1.2207004,0.0,0.0,0.0,2.151048,25.769283,0.1189841,26.347172,12.64763,NaN
