"Mean size of fish species in cm, weighted by fish numbers, and excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,10.1164255,11.736387,5.463377,6.427513,69.88347,41.869663,42.91483,9.578407,1.9029388,11.708239,32.405483,14.412016,2.2362745,4.0496197,3.8723867,2.4812758,6.160666
2.0,2.8287845,16.565609,6.63016,5.4315658,54.895313,56.047195,61.060852,13.197976,9.992478,13.4674635,36.82009,11.035836,1.5622429,5.235001,6.6023827,5.154697,4.6569133
3.0,3.3801217,11.915141,7.923573,8.763169,52.463608,66.61236,74.18377,17.564474,9.776965,16.346207,37.34106,13.851546,2.2960298,6.5753417,12.324108,6.3338637,NaN
4.0,4.544548,14.307293,6.819083,12.87713,54.014107,75.27034,82.7041,19.836435,6.558552,17.58524,35.694363,15.786376,2.8344111,6.2039695,15.538043,8.974333,NaN
5.0,4.5188866,11.797937,4.1238036,5.779928,54.937542,82.718376,84.13238,17.3712,7.0293455,19.904196,33.556942,13.466547,2.800803,5.8133674,12.52423,11.706737,NaN
6.0,4.132481,13.645832,3.6051083,5.2362623,54.46749,89.19181,93.95938,17.907627,9.342939,18.920002,32.00904,13.428106,2.638792,5.67574,12.426738,12.779952,NaN
7.0,3.4523687,12.725869,3.8246133,5.94566,53.57903,94.45647,99.2219,19.789783,9.889387,17.347666,31.603708,15.325493,2.6489086,5.85591,14.386856,NaN,NaN
8.0,3.4171565,13.082493,3.6498291,5.4357347,53.081036,98.84702,105.491974,20.069613,9.984176,18.64655,32.01569,13.245629,2.6224267,5.6032114,11.8247595,NaN,NaN
9.0,3.2872686,14.11552,3.3476396,4.1475673,53.105476,102.39926,109.65708,19.386171,10.0379305,19.3675,32.363266,13.478604,2.685162,5.821402,11.00914,NaN,NaN
10.0,3.4842517,13.457987,3.4518676,3.768627,53.42458,105.31472,118.24785,19.146849,9.150807,20.098213,32.30407,14.008289,2.7739422,5.6161795,11.486758,NaN,NaN
11.0,3.5287182,14.59583,3.473909,3.6455638,53.91476,107.67577,119.182556,18.264029,7.8493314,20.13654,32.2846,13.389653,2.8432162,5.7336407,12.073455,NaN,NaN
12.0,3.5945833,12.742523,3.4643133,3.1477115,53.51435,109.624115,125.54512,18.240164,8.365771,17.735762,32.508976,12.816358,2.9595315,5.6133466,12.760322,NaN,NaN
13.0,3.6163566,12.693019,3.4881923,3.1244152,52.16906,111.2112,131.30005,19.671436,10.169071,17.796944,32.58095,13.563984,2.8954806,5.7055464,11.850081,NaN,NaN
14.0,3.5515404,14.646243,3.45738,2.9090073,51.467937,112.51093,132.45515,19.335327,8.867722,19.37511,33.00202,13.92047,2.8820896,5.740972,11.988494,NaN,NaN
15.0,3.5243762,13.0326605,3.530945,3.1870399,51.741787,113.64644,134.44438,19.334257,9.916706,19.726744,33.07003,13.214742,2.9070747,5.617384,12.077165,NaN,NaN
16.0,3.5890706,13.907927,3.5599544,3.3145423,52.475258,114.60474,130.26637,19.030346,9.029468,19.227308,33.012897,13.460363,2.7421699,5.502776,13.059564,NaN,NaN
17.0,3.6370723,13.066474,3.4658222,3.7162776,53.164036,115.404724,138.5032,18.29387,9.553034,19.193535,33.128384,13.385739,2.787025,5.330893,12.733708,NaN,NaN
18.0,3.8498356,13.487442,3.662015,3.8064685,53.601883,116.06842,135.42477,20.112617,8.912864,18.627651,33.540558,13.985366,2.8150194,5.729442,12.749439,NaN,NaN
19.0,3.787136,13.8130455,3.7008598,3.9185019,53.880127,116.62678,143.76807,19.71274,8.517489,19.283218,34.474506,13.654369,2.9469163,5.433256,13.797639,NaN,NaN
20.0,4.105116,11.564764,3.7433612,4.6206174,54.126873,117.09709,145.73877,20.675446,10.288747,19.352842,34.75679,14.285327,2.8759115,5.6747146,12.287113,NaN,NaN
