"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,0.0,0.96493596,2.3968048,1.5051383,2.1079566,30.570614,36.4598,13.935614,3.5545285,1.8083133,4.1848474,18.275408,4.72942,0.98272216,1.6892377,1.4114705,2.1732433,4.685587
1.0,2.0,17.988756,34.59584,29.907228,19.580383,52.34355,53.541492,38.78003,36.64366,NaN,32.15151,31.768349,32.105988,NaN,34.609188,23.251356,12.372984,22.77482
1.0,4.0,24.042843,38.893074,39.348038,25.387308,64.76181,70.50842,61.068066,43.501904,NaN,46.166744,40.866474,39.392498,NaN,37.181786,27.439058,16.46045,NaN
1.0,6.0,27.174105,40.628716,46.320087,29.673166,74.81459,80.85354,78.52746,45.023098,NaN,54.677605,46.70574,42.475998,NaN,38.189476,28.984228,19.897392,NaN
1.0,8.0,28.932354,41.39024,50.398396,32.68929,83.00177,87.996376,93.23323,45.385117,NaN,60.742035,50.62286,43.8325,NaN,NaN,29.549652,22.628023,NaN
1.0,10.0,29.865143,41.724792,NaN,34.76728,89.75145,92.62294,104.9442,45.472153,NaN,64.8573,53.22328,44.420567,NaN,NaN,29.741905,24.842287,NaN
1.0,12.0,30.381279,41.876785,NaN,36.14342,95.231895,95.72349,114.5716,45.49322,NaN,67.68773,54.475822,44.684666,NaN,NaN,NaN,26.642673,NaN
1.0,14.0,30.62478,41.944904,NaN,37.048347,99.7218,97.80878,122.52432,45.498222,NaN,69.65305,NaN,NaN,NaN,NaN,NaN,28.13511,NaN
1.0,16.0,NaN,41.9752,NaN,37.66177,103.39653,99.20205,129.08334,45.499275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,18.0,NaN,NaN,NaN,38.072163,106.400475,100.11975,134.40541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,20.0,NaN,NaN,NaN,NaN,108.872635,100.744064,138.78215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,22.0,NaN,NaN,NaN,NaN,110.88993,101.1593,142.38385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,24.0,NaN,NaN,NaN,NaN,112.54086,101.43435,145.33649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,26.0,NaN,NaN,NaN,NaN,113.89301,101.60965,147.66411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,28.0,NaN,NaN,NaN,NaN,115.0,101.74062,149.84119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,30.0,NaN,NaN,NaN,NaN,115.90621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,32.0,NaN,NaN,NaN,NaN,116.648315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,34.0,NaN,NaN,NaN,NaN,117.25603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,36.0,NaN,NaN,NaN,NaN,117.753235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,38.0,NaN,NaN,NaN,NaN,118.16052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,0.0,1.4611989,5.9318776,1.7161131,2.805266,32.24454,47.849182,2.0916736,5.5045195,4.2068,6.242485,17.53506,6.939998,1.6331362,2.8320923,3.1326995,4.968536,3.9867046
2.0,2.0,14.783191,34.52419,32.92133,21.360266,50.160873,55.546173,43.644096,31.459875,NaN,29.580568,33.43653,32.90083,NaN,26.03253,21.685247,9.807748,22.177567
2.0,4.0,21.21198,39.40118,38.928303,25.804276,63.351315,73.739174,61.484818,42.474983,NaN,44.497482,42.343994,39.686676,NaN,36.375866,26.76818,NaN,NaN
2.0,6.0,26.41771,40.79155,45.438213,29.406864,73.66718,84.08181,79.45437,44.737495,NaN,53.736763,47.837097,42.70282,NaN,37.909546,28.79614,20.617311,NaN
2.0,8.0,28.466217,NaN,50.000553,32.396732,82.034584,90.35267,93.886604,45.30892,NaN,60.141747,51.46567,43.965996,NaN,NaN,29.458416,22.505163,NaN
2.0,10.0,29.604969,NaN,NaN,34.597095,88.93768,94.33717,105.649536,45.45451,NaN,64.58397,53.814796,44.485294,NaN,NaN,29.709442,24.9037,NaN
2.0,12.0,30.241467,NaN,NaN,36.0123,94.56652,96.921646,115.17006,45.488884,NaN,67.47608,54.939312,44.714226,NaN,NaN,NaN,26.62876,NaN
2.0,14.0,30.535765,NaN,NaN,36.971333,99.1702,98.61515,122.992004,45.49729,NaN,69.52757,NaN,NaN,NaN,NaN,NaN,28.169794,NaN
2.0,16.0,NaN,NaN,NaN,37.60357,102.941734,99.74855,129.4975,45.49901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,18.0,NaN,NaN,NaN,38.034153,106.02579,100.49971,134.76157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,20.0,NaN,NaN,NaN,NaN,108.56331,100.99517,139.07307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,22.0,NaN,NaN,NaN,NaN,110.63753,101.326,142.62822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,24.0,NaN,NaN,NaN,NaN,112.33368,101.55089,145.53828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,26.0,NaN,NaN,NaN,NaN,113.722786,101.68834,147.91907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,28.0,NaN,NaN,NaN,NaN,114.86072,101.79451,149.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,30.0,NaN,NaN,NaN,NaN,115.79166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,32.0,NaN,NaN,NaN,NaN,116.554665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,34.0,NaN,NaN,NaN,NaN,117.17914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,36.0,NaN,NaN,NaN,NaN,117.69054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,38.0,NaN,NaN,NaN,NaN,118.109085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,0.0,2.179357,3.5686321,1.8890256,4.4522624,33.447906,NaN,2.297823,9.391228,3.3408327,7.287674,16.08234,8.6972885,2.2755406,3.15583,3.8138971,6.328079,NaN
3.0,2.0,10.41709,32.122143,19.281708,12.748453,46.093346,62.18364,49.60778,21.202856,NaN,21.157166,35.89899,21.297224,NaN,10.014195,12.742162,9.624163,NaN
3.0,4.0,21.175371,NaN,39.911118,26.392908,62.074684,75.33568,62.388866,41.47273,NaN,43.345425,43.479843,40.16252,NaN,35.45801,26.125643,NaN,NaN
3.0,6.0,26.129005,NaN,44.05023,29.365015,72.53598,86.63313,80.27248,44.41306,NaN,52.848873,48.982815,42.98637,NaN,37.53644,28.519207,NaN,NaN
3.0,8.0,28.050087,NaN,49.630207,32.318584,81.071976,92.56491,94.41287,45.201347,NaN,59.368885,52.338657,44.126163,NaN,NaN,29.320244,NaN,NaN
3.0,10.0,29.363974,NaN,NaN,34.486965,88.071915,96.13292,106.31916,45.42962,NaN,63.99078,54.47105,44.569553,NaN,NaN,29.657063,NaN,NaN
3.0,12.0,30.094944,NaN,NaN,35.916065,93.86707,98.217384,115.76506,45.483627,NaN,67.16799,55.466324,44.75196,NaN,NaN,NaN,26.971945,NaN
3.0,14.0,30.430487,NaN,NaN,36.946133,98.58402,99.54789,123.50367,45.49669,NaN,69.328835,NaN,NaN,NaN,NaN,NaN,28.291756,NaN
3.0,16.0,NaN,NaN,NaN,37.582767,102.45469,100.38167,129.88234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,18.0,NaN,NaN,NaN,38.00902,105.62276,100.93223,135.13333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,20.0,NaN,NaN,NaN,NaN,108.2238,101.29627,139.38809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,22.0,NaN,NaN,NaN,NaN,110.36197,101.530624,142.88554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,24.0,NaN,NaN,NaN,NaN,112.1076,101.68745,145.75925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,26.0,NaN,NaN,NaN,NaN,113.53672,101.78325,148.05305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,28.0,NaN,NaN,NaN,NaN,114.70762,101.85754,149.96938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,30.0,NaN,NaN,NaN,NaN,115.66647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,32.0,NaN,NaN,NaN,NaN,116.45155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,34.0,NaN,NaN,NaN,NaN,117.094604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,36.0,NaN,NaN,NaN,NaN,117.62128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,38.0,NaN,NaN,NaN,NaN,118.052185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
